z,n,name,spinAndParity,massExcess(keV),massExcessUncertainty,neutronSeparationEnergy,neutronSeparationEnergyUncertainty,protonSeparationEnergy,protonSeparationEnergyUncertainty,pairingGap,pairingGapUncertainty,alpha,alphaUncertainty,deltaAlpha,deltaAlphaUncertainty
83,135,218Bi,,,,,,,,6.59E+2,1.11E+2,4.32E+3,1.97E+2,4.92E+2,9.97E+1
83,136,219Bi,,,,,,,,6.91E+2,1.90E+2,3.86E+3,3.61E+2,4.09E+2,2.06E+2
83,133,216Bi,,,,,,,,6.94E+2,1.22E+1,5.00E+3,2.00E+2,5.38E+2,1.00E+2
83,133,216Bi,,,,,,,,6.94E+2,1.22E+1,5.00E+3,2.00E+2,5.38E+2,1.00E+2
83,134,217Bi,,,,,,,,8.15E+2,1.92E+1,4.52E+3,3.22E+1,5.53E+2,1.96E+1
83,139,222Bi,,,,,,,,8.72E+2,2.94E+2,2.81E+3,5.00E+2,2.35E+2,3.27E+2
83,137,220Bi,,,,,,,,6.44E+2,2.20E+2,3.66E+3,4.24E+2,3.31E+2,2.59E+2
83,138,221Bi,,,,,,,,7.90E+2,2.21E+2,3.11E+3,5.00E+2,2.79E+2,3.27E+2
83,131,214Bi,,,,,,,,6.00E+2,8.79,5.62E+3,3.00,6.27E+2,1.98
83,131,214Bi,,,,,,,,6.00E+2,8.79,5.62E+3,3.00,6.27E+2,1.98
83,132,215Bi,,,,,,,,7.07E+2,8.86,5.28E+3,4.22E+1,5.29E+2,2.12E+1
83,132,215Bi,,,,,,,,7.07E+2,8.86,5.28E+3,4.22E+1,5.29E+2,2.12E+1
83,130,213Bi,,,,,,,,5.72E+2,6.72,5.98E+3,3.39,6.06E+2,1.80
83,124,207Bi,,,,,,,,6.05E+2,4.33,3.28E+3,2.13,1.35E+3,1.25
83,125,208Bi,,,,,,,,2.86E+2,2.13,3.05E+3,2.01,2.38E+3,1.05
83,122,205Bi,,,,,,,,7.28E+2,6.87,3.69E+3,1.49E+1,1.03E+3,7.53
83,123,206Bi,,,,,,,,5.31E+2,6.03,3.52E+3,7.73,1.05E+3,3.89
83,128,211Bi,,,,,,,,4.04E+2,4.01,6.75E+3,4.61E-1,7.13E+2,1.90
83,129,212Bi,,,,,,,,4.27E+2,3.94,6.20E+3,2.80E-2,8.71E+2,1.52
83,129,212Bi,,,,,,,,4.27E+2,3.94,6.20E+3,2.80E-2,8.71E+2,1.52
83,129,212Bi,,,,,,,,4.27E+2,3.94,6.20E+3,2.80E-2,8.71E+2,1.52
83,126,209Bi,,,,,,,,1.42E+3,1.64,3.13E+3,7.71E-1,3.05E+3,2.38
83,127,210Bi,,,,,,,,2.66E+2,2.96,5.03E+3,7.76E-1,1.97E+3,1.91
83,127,210Bi,,,,,,,,2.66E+2,2.96,5.03E+3,7.76E-1,1.97E+3,1.91
84,121,205Po,,,,,,,,7.43E+2,8.94,5.32E+3,9.93,4.15E+2,5.06
84,122,206Po,,,,,,,,8.55E+2,6.67,5.32E+3,1.29,4.15E+2,1.26
84,123,207Po,,,,,,,,6.83E+2,5.19,5.21E+3,2.50,3.74E+2,1.44
84,123,207Po,,,,,,,,6.83E+2,5.19,5.21E+3,2.50,3.74E+2,1.44
84,124,208Po,,,,,,,,7.13E+2,3.64,5.21E+3,1.27,5.84E+2,1.45
84,125,209Po,,,,,,,,3.45E+2,1.61,4.97E+3,1.36,1.63E+3,1.58
84,126,210Po,,,,,,,,1.55E+3,1.36,5.40E+3,7.13E-2,1.90E+3,4.55
84,127,211Po,,,,,,,,7.28E+2,1.20,7.59E+3,5.09E-1,6.22E+2,2.99
84,127,211Po,,,,,,,,7.28E+2,1.20,7.59E+3,5.09E-1,6.22E+2,2.99
84,128,212Po,,,,,,,,8.26E+2,1.83,8.95E+3,1.14E-1,-3.78E+2,2.82
84,128,212Po,,,,,,,,8.26E+2,1.83,8.95E+3,1.14E-1,-3.78E+2,2.82
84,129,213Po,,,,,,,,7.66E+2,2.34,8.53E+3,2.55,-3.24E+2,1.92
84,130,214Po,,,,,,,,8.72E+2,2.12,7.83E+3,6.11E-2,-2.85E+2,9.25E-1
84,131,215Po,,,,,,,,8.02E+2,1.90,7.52E+3,8.12E-1,-2.90E+2,4.34E-1
84,132,216Po,,,,,,,,8.88E+2,3.67,6.90E+3,5.05E-1,-2.50E+2,2.57E-1
84,133,217Po,,,,,,,,8.13E+2,4.82,6.66E+3,2.35,-2.49E+2,1.98
84,134,218Po,,,,,,,,9.25E+2,8.67,6.11E+3,9.17E-2,-2.62E+2,1.59E-1
84,135,219Po,,,,,,,,8.71E+2,1.43E+1,5.91E+3,5.02E+1,-3.15E+2,2.66E+1
84,136,220Po,,,,,,,,9.64E+2,1.77E+1,5.32E+3,2.01E+2,-2.86E+2,1.01E+2
84,137,221Po,,,,,,,,8.98E+2,2.58E+1,5.08E+3,3.01E+2,-3.76E+2,1.50E+2
84,138,222Po,,,,,,,,9.61E+2,1.15E+2,4.43E+3,3.03E+2,-2.97E+2,1.52E+2
84,139,223Po,,,,,,,,8.77E+2,1.94E+2,4.03E+3,4.45E+2,-3.26E+2,2.43E+2
84,140,224Po,,,,,,,,7.98E+2,2.24E+2,3.35E+3,4.45E+2,-2.23E+2,2.43E+2
84,141,225Po,,,,,,,,6.60E+2,2.98E+2,,,,
84,142,226Po,,,,,,,,6.93E+2,4.07E+2,,,,
84,143,227Po,,,,,,,,,,,,,
84,102,186Po,,,,,,,,,,8.50E+3,1.37E+1,,
84,103,187Po,,,,,,,,1.04E+3,2.67E+1,7.97E+3,1.50E+1,,
84,104,188Po,,,,,,,,1.24E+3,2.42E+1,8.08E+3,1.53E+1,,
84,105,189Po,,,,,,,,1.13E+3,1.96E+1,7.69E+3,1.50E+1,1.72E+2,9.60
84,106,190Po,,,,,,,,1.31E+3,1.48E+1,7.69E+3,7.22,8.45E+1,6.25
84,107,191Po,,,,,,,,1.24E+3,9.84,7.49E+3,4.94,1.00E+2,2.57E+1
84,108,192Po,,,,,,,,1.36E+3,1.10E+1,7.31E+3,3.25,1.48E+2,4.87
84,109,193Po,,,,,,,,1.21E+3,1.32E+1,7.09E+3,3.66,1.58E+2,4.01
84,109,193Po,,,,,,,,1.21E+3,1.32E+1,7.09E+3,3.66,1.58E+2,4.01
84,110,194Po,,,,,,,,1.28E+3,1.20E+1,6.98E+3,3.17,1.81E+2,2.42
84,111,195Po,,,,,,,,1.12E+3,8.20,6.74E+3,2.78,1.91E+2,2.47
84,111,195Po,,,,,,,,1.12E+3,8.20,6.74E+3,2.78,1.91E+2,2.47
84,112,196Po,,,,,,,,1.21E+3,6.92,6.65E+3,2.38,1.92E+2,1.59
84,113,197Po,,,,,,,,1.07E+3,1.14E+1,6.41E+3,3.17,2.24E+2,1.95
84,113,197Po,,,,,,,,1.07E+3,1.14E+1,6.41E+3,3.17,2.24E+2,1.95
84,114,198Po,,,,,,,,1.15E+3,1.35E+1,6.30E+3,1.36,2.32E+2,1.14
84,115,199Po,,,,,,,,9.68E+2,1.02E+1,6.07E+3,1.89,2.77E+2,1.40
84,115,199Po,,,,,,,,9.68E+2,1.02E+1,6.07E+3,1.89,2.77E+2,1.40
84,116,200Po,,,,,,,,1.06E+3,6.49,5.98E+3,1.84,2.82E+2,1.29
84,117,201Po,,,,,,,,9.20E+2,6.73,5.79E+3,1.69,2.93E+2,1.25
84,117,201Po,,,,,,,,9.20E+2,6.73,5.79E+3,1.69,2.93E+2,1.25
84,118,202Po,,,,,,,,1.02E+3,7.00,5.70E+3,1.69,3.41E+2,1.17
84,119,203Po,,,,,,,,8.30E+2,7.41,5.49E+3,5.00,3.77E+2,2.62
84,119,203Po,,,,,,,,8.30E+2,7.41,5.49E+3,5.00,3.77E+2,2.62
84,120,204Po,,,,,,,,9.24E+2,9.02,5.48E+3,1.36,3.87E+2,1.07
85,108,193At,,,,,,,,1.17E+3,2.37E+1,7.57E+3,6.91,1.61E+2,2.66E+1
85,109,194At,,,,,,,,1.05E+3,2.03E+1,7.45E+3,1.06E+1,2.07E+2,1.15E+1
85,109,194At,,,,,,,,1.05E+3,2.03E+1,7.45E+3,1.06E+1,2.07E+2,1.15E+1
85,106,191At,,,,,,,,,,7.82E+3,1.36E+1,,
85,107,192At,,,,,,,,1.02E+3,2.38E+1,7.69E+3,2.55E+1,,
85,107,192At,,,,,,,,1.02E+3,2.38E+1,7.69E+3,2.55E+1,,
85,119,204At,,,,,,,,6.98E+2,1.79E+1,6.07E+3,1.22,3.57E+2,1.23E+1
85,119,204At,,,,,,,,6.98E+2,1.79E+1,6.07E+3,1.22,3.57E+2,1.23E+1
85,117,202At,,,,,,,,8.80E+2,2.06E+1,6.35E+3,1.33,2.84E+2,1.87
85,117,202At,,,,,,,,8.80E+2,2.06E+1,6.35E+3,1.33,2.84E+2,1.87
85,117,202At,,,,,,,,8.80E+2,2.06E+1,6.35E+3,1.33,2.84E+2,1.87
85,118,203At,,,,,,,,9.27E+2,1.93E+1,6.21E+3,8.40E-1,3.39E+2,1.00E+1
85,115,200At,,,,,,,,8.18E+2,1.79E+1,6.59E+3,1.33,2.87E+2,1.37
85,115,200At,,,,,,,,8.18E+2,1.79E+1,6.59E+3,1.33,2.87E+2,1.37
85,115,200At,,,,,,,,8.18E+2,1.79E+1,6.59E+3,1.33,2.87E+2,1.37
85,116,201At,,,,,,,,9.97E+2,1.93E+1,6.47E+3,1.56,2.90E+2,1.43
85,113,198At,,,,,,,,8.80E+2,5.93,6.88E+3,1.87,2.48E+2,1.99
85,113,198At,,,,,,,,8.80E+2,5.93,6.88E+3,1.87,2.48E+2,1.99
85,114,199At,,,,,,,,9.75E+2,1.30E+1,6.77E+3,1.15,2.48E+2,1.87
85,114,199At,,,,,,,,9.75E+2,1.30E+1,6.77E+3,1.15,2.48E+2,1.87
85,111,196At,,,,,,,,9.99E+2,2.22E+1,7.19E+3,2.72,2.12E+2,2.49
85,112,197At,,,,,,,,1.04E+3,1.63E+1,7.10E+3,3.07,2.07E+2,2.65
85,112,197At,,,,,,,,1.04E+3,1.63E+1,7.10E+3,3.07,2.07E+2,2.65
85,110,195At,,,,,,,,1.15E+3,2.03E+1,7.34E+3,6.00,2.36E+2,5.76
85,110,195At,,,,,,,,1.15E+3,2.03E+1,7.34E+3,6.00,2.36E+2,5.76
85,128,213At,,,,,,,,5.75E+2,4.17,9.25E+3,4.70,-3.92E+2,3.19
85,129,214At,,,,,,,,5.38E+2,4.98,8.98E+3,3.74,-4.87E+2,2.00
85,126,211At,,,,,,,,1.34E+3,4.46,5.98E+3,1.30,1.77E+3,3.32
85,127,212At,,,,,,,,4.85E+2,3.27,7.81E+3,6.11E-1,6.78E+2,1.73
85,127,212At,,,,,,,,4.85E+2,3.27,7.81E+3,6.11E-1,6.78E+2,1.73
85,124,209At,,,,,,,,6.62E+2,6.77,5.75E+3,1.99,5.73E+2,1.19
85,125,210At,,,,,,,,2.93E+2,6.08,5.63E+3,9.82E-1,1.47E+3,1.89
85,122,207At,,,,,,,,7.72E+2,1.19E+1,5.87E+3,3.05,3.94E+2,2.20
85,123,208At,,,,,,,,5.85E+2,9.15,5.75E+3,2.16,3.88E+2,1.34
85,120,205At,,,,,,,,8.27E+2,1.57E+1,6.01E+3,1.71,3.78E+2,1.99
85,121,206At,,,,,,,,6.66E+2,1.28E+1,5.88E+3,4.93,3.92E+2,3.51
85,130,215At,,,,,,,,6.95E+2,5.39,8.17E+3,3.78,-3.64E+2,2.10
85,139,224At,,,,,,,,8.35E+2,1.13E+2,4.32E+3,3.01E+2,-5.39E+2,1.50E+2
85,137,222At,,,,,,,,8.47E+2,1.49E+1,5.31E+3,3.13E+1,-5.84E+2,1.78E+1
85,138,223At,,,,,,,,9.04E+2,1.68E+1,4.68E+3,2.01E+2,-4.26E+2,1.00E+2
85,135,220At,,,,,,,,7.86E+2,1.22E+1,6.07E+3,1.78E+1,-5.64E+2,1.26E+1
85,136,221At,,,,,,,,8.81E+2,1.44E+1,5.62E+3,2.25E+1,-5.07E+2,1.45E+1
85,133,218At,,,,,,,,7.04E+2,8.66,6.87E+3,2.58,-5.11E+2,6.97
85,134,219At,,,,,,,,8.41E+2,9.33,6.34E+3,4.83,-3.90E+2,2.79
85,131,216At,,,,,,,,6.87E+2,4.85,7.94E+3,3.05,-5.74E+2,1.78
85,132,217At,,,,,,,,7.83E+2,6.98,7.20E+3,1.21,-3.71E+2,9.29E-1
85,140,225At,,,,,,,,8.30E+2,1.95E+2,3.67E+3,4.24E+2,-3.65E+2,2.59E+2
85,141,226At,,,,,,,,6.64E+2,2.26E+2,3.28E+3,4.24E+2,-4.41E+2,2.59E+2
85,144,229At,,,,,,,,,,,,,
85,142,227At,,,,,,,,6.95E+2,3.00E+2,2.76E+3,5.00E+2,-2.70E+2,2.91E+2
85,143,228At,,,,,,,,6.70E+2,4.11E+2,2.38E+3,5.65E+2,-3.08E+2,3.46E+2
86,128,214Rn,,,,,,,,8.87E+2,7.36,9.20E+3,9.11,-3.34E+2,4.86
86,127,213Rn,,,,,,,,7.93E+2,5.40,8.24E+3,2.86,4.57E+2,3.40
86,129,215Rn,,,,,,,,8.64E+2,6.92,8.83E+3,5.95,-3.50E+2,3.34
86,124,210Rn,,,,,,,,7.56E+2,6.84,6.15E+3,2.16,5.56E+2,1.69
86,123,209Rn,,,,,,,,6.89E+2,8.98,6.15E+3,1.95,3.53E+2,1.49
86,126,212Rn,,,,,,,,1.43E+3,4.39,6.38E+3,2.62,1.57E+3,3.91
86,125,211Rn,,,,,,,,3.76E+2,5.55,5.96E+3,1.44,1.44E+3,1.37
86,120,206Rn,,,,,,,,9.60E+2,6.99,6.38E+3,1.64,3.83E+2,1.82
86,122,208Rn,,,,,,,,8.67E+2,9.06,6.26E+3,1.66,3.85E+2,1.17
86,121,207Rn,,,,,,,,7.59E+2,7.45,6.25E+3,1.62,3.95E+2,1.67
86,140,226Rn,,,,,,,,9.62E+2,1.16E+1,3.83E+3,4.14E+1,-2.45E+2,2.19E+1
86,139,225Rn,,,,,,,,9.38E+2,1.06E+1,4.33E+3,2.25E+1,-3.66E+2,1.47E+1
86,138,224Rn,,,,,,,,1.01E+3,9.71,4.75E+3,2.02E+1,-3.43E+2,1.12E+1
86,135,221Rn,,,,,,,,9.79E+2,4.26,6.16E+3,3.18,-5.33E+2,3.00
86,134,220Rn,,,,,,,,1.03E+3,3.30,6.40E+3,1.01E-1,-3.07E+2,9.17E-2
86,137,223Rn,,,,,,,,9.81E+2,7.46,5.28E+3,1.76E+1,-4.60E+2,9.70
86,136,222Rn,,,,,,,,1.05E+3,5.04,5.59E+3,3.05E-1,-3.59E+2,1.98E-1
86,131,217Rn,,,,,,,,9.23E+2,4.29,7.88E+3,2.88,-5.03E+2,1.74
86,130,216Rn,,,,,,,,9.91E+2,5.50,8.19E+3,5.65,-3.01E+2,3.75
86,133,219Rn,,,,,,,,9.14E+2,2.08,6.94E+3,3.05E-1,-4.83E+2,1.85E-1
86,132,218Rn,,,,,,,,1.02E+3,2.85,7.26E+3,1.85,-2.92E+2,2.30
86,145,231Rn,,,,,,,,,,1.84E+3,5.00E+2,1.55E+2,3.27E+2
86,142,228Rn,,,,,,,,8.80E+2,1.57E+1,2.90E+3,1.96E+2,-3.97E+1,9.85E+1
86,141,227Rn,,,,,,,,8.90E+2,1.43E+1,3.38E+3,1.96E+2,-2.38E+2,9.84E+1
86,144,230Rn,,,,,,,,6.31E+2,1.99E+2,2.19E+3,4.48E+2,7.00E+1,2.45E+2
86,143,229Rn,,,,,,,,6.05E+2,1.15E+2,2.35E+3,3.00E+2,9.43E+1,1.50E+2
86,109,195Rn,,,,,,,,1.20E+3,3.81E+1,7.69E+3,5.11E+1,,
86,109,195Rn,,,,,,,,1.20E+3,3.81E+1,7.69E+3,5.11E+1,,
86,108,194Rn,,,,,,,,1.32E+3,3.10E+1,7.86E+3,1.02E+1,,
86,107,193Rn,,,,,,,,,,8.03E+3,1.20E+1,,
86,117,203Rn,,,,,,,,9.38E+2,1.03E+1,6.62E+3,2.08,3.21E+2,2.90E+1
86,117,203Rn,,,,,,,,9.38E+2,1.03E+1,6.62E+3,2.08,3.21E+2,2.90E+1
86,116,202Rn,,,,,,,,1.12E+3,1.36E+1,6.77E+3,1.82,3.20E+2,2.27
86,119,205Rn,,,,,,,,8.41E+2,6.72,6.38E+3,1.83,3.78E+2,1.62
86,118,204Rn,,,,,,,,1.02E+3,6.52,6.54E+3,1.81,3.63E+2,2.70
86,113,199Rn,,,,,,,,1.05E+3,8.95,7.13E+3,4.09,3.02E+2,3.78
86,113,199Rn,,,,,,,,1.05E+3,8.95,7.13E+3,4.09,3.02E+2,3.78
86,112,198Rn,,,,,,,,1.20E+3,1.29E+1,7.34E+3,3.65,2.65E+2,3.83
86,115,201Rn,,,,,,,,1.03E+3,1.16E+1,6.86E+3,2.28,3.12E+2,1.02E+1
86,115,201Rn,,,,,,,,1.03E+3,1.16E+1,6.86E+3,2.28,3.12E+2,1.02E+1
86,114,200Rn,,,,,,,,1.16E+3,7.47,7.04E+3,2.13,2.96E+2,3.55
86,111,197Rn,,,,,,,,1.13E+3,1.50E+1,7.41E+3,7.14,2.95E+2,7.08
86,110,196Rn,,,,,,,,1.30E+3,2.88E+1,7.61E+3,9.18,,
87,139,226Fr,,,,,,,,7.69E+2,7.99,4.14E+3,1.70E+1,-1.24E+2,1.20E+1
87,138,225Fr,,,,,,,,8.13E+2,1.06E+1,4.61E+3,1.83E+1,-8.42E+1,1.25E+1
87,137,224Fr,,,,,,,,6.47E+2,9.96,4.94E+3,1.78E+1,-1.13E+2,1.06E+1
87,132,219Fr,,,,,,,,6.53E+2,5.67,7.44E+3,1.82,-3.32E+2,1.03
87,131,218Fr,,,,,,,,5.93E+2,5.60,8.01E+3,1.44,-4.38E+2,1.24
87,130,217Fr,,,,,,,,7.00E+2,5.49,8.46E+3,4.31,-3.38E+2,2.83E+1
87,136,223Fr,,,,,,,,6.81E+2,6.85,5.56E+3,2.81,-2.59E+2,1.41
87,135,222Fr,,,,,,,,5.48E+2,5.89,5.85E+3,1.37E+1,-1.73E+2,7.95
87,134,221Fr,,,,,,,,6.52E+2,5.46,6.45E+3,1.40,-2.61E+2,1.00
87,133,220Fr,,,,,,,,5.35E+2,5.08,6.80E+3,1.85,-2.36E+2,9.92E-1
87,129,216Fr,,,,,,,,6.54E+2,5.64,9.17E+3,3.42,-4.13E+2,2.82
87,128,215Fr,,,,,,,,6.88E+2,6.89,9.54E+3,6.51,-3.56E+2,2.57E+1
87,127,214Fr,,,,,,,,6.59E+2,7.37,8.58E+3,3.65,3.97E+2,2.85E+1
87,126,213Fr,,,,,,,,1.31E+3,6.96,6.90E+3,1.30,1.46E+3,5.13
87,121,208Fr,,,,,,,,6.50E+2,1.33E+1,6.78E+3,2.45E+1,3.77E+2,1.71E+1
87,120,207Fr,,,,,,,,8.93E+2,1.95E+1,6.88E+3,2.00E+1,3.39E+2,2.80E+1
87,125,212Fr,,,,,,,,3.31E+2,8.94,6.52E+3,1.61,1.35E+3,1.64
87,124,211Fr,,,,,,,,7.10E+2,1.16E+1,6.66E+3,3.18,5.41E+2,2.25
87,123,210Fr,,,,,,,,6.17E+2,1.26E+1,6.67E+3,5.00,3.40E+2,2.79
87,122,209Fr,,,,,,,,7.77E+2,1.20E+1,6.77E+3,3.60,3.60E+2,2.78
87,143,230Fr,,,,,,,,6.12E+2,6.52,2.40E+3,3.00E+2,2.63E+2,1.50E+2
87,142,229Fr,,,,,,,,7.67E+2,5.86,2.94E+3,3.00E+2,1.35E+2,1.50E+2
87,141,228Fr,,,,,,,,7.08E+2,6.12,3.24E+3,2.33E+1,4.84E+1,1.37E+1
87,140,227Fr,,,,,,,,7.69E+2,6.20,3.82E+3,1.51E+1,-8.70E+1,1.04E+1
87,146,233Fr,,,,,,,,,,1.60E+3,4.00E+2,5.34E+2,2.82E+2
87,145,232Fr,,,,,,,,5.72E+2,1.44E+1,1.76E+3,4.00E+2,4.77E+2,2.01E+2
87,144,231Fr,,,,,,,,6.99E+2,9.45,2.22E+3,3.00E+2,3.13E+2,1.50E+2
87,118,205Fr,,,,,,,,9.90E+2,1.93E+1,7.05E+3,2.40,3.37E+2,2.76E+1
87,117,204Fr,,,,,,,,8.24E+2,1.80E+1,7.17E+3,2.39,2.79E+2,2.98E+1
87,117,204Fr,,,,,,,,8.24E+2,1.80E+1,7.17E+3,2.39,2.79E+2,2.98E+1
87,117,204Fr,,,,,,,,8.24E+2,1.80E+1,7.17E+3,2.39,2.79E+2,2.98E+1
87,116,203Fr,,,,,,,,9.78E+2,1.34E+1,7.27E+3,3.57,2.85E+2,2.80E+1
87,116,203Fr,,,,,,,,9.78E+2,1.34E+1,7.27E+3,3.57,2.85E+2,2.80E+1
87,115,202Fr,,,,,,,,8.69E+2,6.97,7.38E+3,3.51,2.86E+2,3.24E+1
87,115,202Fr,,,,,,,,8.69E+2,6.97,7.38E+3,3.51,2.86E+2,3.24E+1
87,119,206Fr,,,,,,,,8.32E+2,2.18E+1,6.92E+3,3.49,3.31E+2,2.87E+1
87,119,206Fr,,,,,,,,8.32E+2,2.18E+1,6.92E+3,3.49,3.31E+2,2.87E+1
87,119,206Fr,,,,,,,,8.32E+2,2.18E+1,6.92E+3,3.49,3.31E+2,2.87E+1
87,110,197Fr,,,,,,,,,,7.89E+3,5.28E+1,,
87,114,201Fr,,,,,,,,1.02E+3,1.68E+1,7.51E+3,4.32,2.87E+2,2.93E+1
87,114,201Fr,,,,,,,,1.02E+3,1.68E+1,7.51E+3,4.32,2.87E+2,2.93E+1
87,113,200Fr,,,,,,,,9.53E+2,2.30E+1,7.62E+3,4.19,,
87,112,199Fr,,,,,,,,1.08E+3,2.38E+1,7.81E+3,9.83,,
87,111,198Fr,,,,,,,,1.06E+3,3.64E+1,7.86E+3,2.04E+1,,
87,111,198Fr,,,,,,,,1.06E+3,3.64E+1,7.86E+3,2.04E+1,,
88,137,225Ra,,,,,,,,7.46E+2,2.25,5.09E+3,5.09,3.53E+1,2.59
88,136,224Ra,,,,,,,,7.87E+2,2.10,5.78E+3,1.52E-1,-1.34E+2,1.35E-1
88,139,227Ra,,,,,,,,8.73E+2,1.95,4.36E+3,8.06,-7.46E+1,4.10
88,138,226Ra,,,,,,,,9.17E+2,2.11,4.87E+3,2.54E-1,-5.03E+1,7.68E-1
88,131,219Ra,,,,,,,,9.35E+2,7.85,8.13E+3,3.05,-2.85E+2,2.54
88,130,218Ra,,,,,,,,9.96E+2,8.49,8.54E+3,3.43,-2.03E+2,2.23
88,133,221Ra,,,,,,,,6.67E+2,5.49,6.88E+3,1.95,2.05E+1,1.44
88,132,220Ra,,,,,,,,9.06E+2,6.76,7.59E+3,4.94,-1.47E+2,3.83
88,135,223Ra,,,,,,,,6.60E+2,2.82,5.97E+3,2.12E-1,8.38E+1,1.17E-1
88,134,222Ra,,,,,,,,7.78E+2,4.05,6.67E+3,4.22,-1.12E+2,2.17
88,126,214Ra,,,,,,,,1.34E+3,7.12,7.27E+3,2.60,1.28E+3,4.73
88,125,213Ra,,,,,,,,3.98E+2,9.02,6.86E+3,2.27,1.28E+3,2.31
88,128,216Ra,,,,,,,,9.19E+2,7.58,9.52E+3,7.37,-2.76E+2,6.66
88,127,215Ra,,,,,,,,8.39E+2,6.99,8.86E+3,2.33,3.21E+2,2.80E+1
88,129,217Ra,,,,,,,,9.21E+2,8.06,9.16E+3,6.18,-2.67E+2,3.62
88,120,208Ra,,,,,,,,9.58E+2,2.99E+1,7.27E+3,5.09,3.42E+2,3.41
88,122,210Ra,,,,,,,,9.02E+2,7.53,7.15E+3,3.27,3.38E+2,3.15
88,121,209Ra,,,,,,,,7.72E+2,7.61,7.14E+3,2.68,3.46E+2,3.84
88,124,212Ra,,,,,,,,7.87E+2,9.10,7.03E+3,1.66,5.20E+2,2.28
88,123,211Ra,,,,,,,,7.09E+2,7.73,7.04E+3,2.93,3.11E+2,2.45
88,140,228Ra,,,,,,,,9.29E+2,7.90,4.07E+3,1.00E+1,5.71,5.05
88,142,230Ra,,,,,,,,8.72E+2,1.20E+1,3.34E+3,1.46E+1,1.63E+2,9.06
88,141,229Ra,,,,,,,,8.33E+2,1.21E+1,3.60E+3,1.90E+1,7.09E+1,1.22E+1
88,144,232Ra,,,,,,,,7.78E+2,9.62,2.82E+3,1.99E+1,2.52E+2,1.29E+1
88,143,231Ra,,,,,,,,7.09E+2,1.05E+1,2.90E+3,1.81E+1,2.35E+2,1.25E+1
88,146,234Ra,,,,,,,,7.75E+2,1.17E+2,2.33E+3,2.00E+2,4.16E+2,1.73E+2
88,145,233Ra,,,,,,,,6.20E+2,8.68,2.54E+3,1.56E+1,3.24E+2,1.19E+1
88,115,203Ra,,,,,,,,1.03E+3,1.10E+1,7.73E+3,6.37,,
88,114,202Ra,,,,,,,,1.19E+3,1.54E+1,7.88E+3,6.74,,
88,117,205Ra,,,,,,,,9.90E+2,1.89E+1,7.48E+3,2.03E+1,3.39E+2,5.39E+1
88,117,205Ra,,,,,,,,9.90E+2,1.89E+1,7.48E+3,2.03E+1,3.39E+2,5.39E+1
88,116,204Ra,,,,,,,,1.14E+3,1.38E+1,7.63E+3,6.78,2.82E+2,1.56E+1
88,119,207Ra,,,,,,,,8.67E+2,4.24E+1,7.27E+3,5.79E+1,3.32E+2,4.29E+1
88,118,206Ra,,,,,,,,1.09E+3,3.37E+1,7.41E+3,4.16,3.26E+2,3.55
88,113,201Ra,,,,,,,,,,8.00E+3,1.22E+1,,
88,113,201Ra,,,,,,,,,,8.00E+3,1.22E+1,,
89,119,208Ac,,,,,,,,7.65E+2,6.04E+1,7.72E+3,5.96E+1,3.41E+2,4.20E+1
89,118,207Ac,,,,,,,,9.76E+2,6.06E+1,7.84E+3,5.59E+1,3.18E+2,3.45E+1
89,117,206Ac,,,,,,,,8.58E+2,6.15E+1,7.95E+3,6.48E+1,,
89,117,206Ac,,,,,,,,8.58E+2,6.15E+1,7.95E+3,6.48E+1,,
89,116,205Ac,,,,,,,,,,8.09E+3,5.86E+1,,
89,145,234Ac,,,,,,,,5.08E+2,1.37E+1,2.92E+3,1.54E+1,3.49E+2,1.30E+1
89,144,233Ac,,,,,,,,6.89E+2,1.32E+1,3.21E+3,1.39E+1,2.89E+2,1.15E+1
89,143,232Ac,,,,,,,,6.18E+2,1.30E+1,3.34E+3,1.46E+1,2.04E+2,1.20E+1
89,142,231Ac,,,,,,,,7.33E+2,1.38E+1,3.65E+3,1.43E+1,2.22E+2,1.19E+1
89,141,230Ac,,,,,,,,6.11E+2,1.43E+1,3.89E+3,1.70E+1,9.13E+1,1.18E+1
89,140,229Ac,,,,,,,,6.76E+2,1.17E+1,4.44E+3,1.70E+1,-3.49E+1,1.04E+1
89,147,236Ac,,,,,,,,5.80E+2,2.38E+2,2.72E+3,4.06E+1,3.20E+2,1.04E+2
89,146,235Ac,,,,,,,,6.73E+2,2.26E+1,2.85E+3,1.59E+1,3.51E+2,9.83E+1
89,123,212Ac,,,,,,,,6.57E+2,3.15E+1,7.53E+3,2.39E+1,2.79E+2,1.32E+1
89,122,211Ac,,,,,,,,8.88E+2,5.03E+1,7.56E+3,5.24E+1,3.34E+2,4.08E+1
89,121,210Ac,,,,,,,,7.69E+2,5.86E+1,7.58E+3,5.74E+1,3.42E+2,3.88E+1
89,120,209Ac,,,,,,,,9.17E+2,5.97E+1,7.72E+3,5.52E+1,3.27E+2,2.83E+1
89,129,218Ac,,,,,,,,7.14E+2,4.85E+1,9.38E+3,5.69E+1,-2.97E+2,4.30E+1
89,128,217Ac,,,,,,,,7.97E+2,3.02E+1,9.83E+3,1.01E+1,-2.91E+2,2.95E+1
89,127,216Ac,,,,,,,,7.83E+2,1.06E+1,9.24E+3,2.86,2.31E+2,5.86
