"Atomic Number (Z)","Atomic Mass (A)","Level Index","Element","Level Energy (Modifier)","Level Energy","Level Energy (Unit)","Level Energy (Error)","Spin-Parity","Half-Life (Modifier)","Half-Life","Half-Life (Unit)","Half-Life (Error)","Decay Width (Modifier)","Decay Width","Decay Width (Unit)","Decay Width (Error)","Abundance (Modifier)","Abundance","Abundance (Error)","Mass Excess","Mass Excess (Unit)","Mass Excess (Error)","Decay Modes",
93,227,0,Np,,0,keV,,,,0.51,s,0.06,,,,,,,,32579.018,keV,76.989,"a = 100",
93,228,0,Np,,0,keV,,,,61.4,s,1.4,,,,,,,,33825,keV,100,"a = 40 7,EC+B+ = 60 7",
93,229,0,Np,,0,keV,,,,4,m,0.2,,,,,,,,33801.378,keV,101.177,"a = 68 11,EC+B+ = 32 11",
93,230,0,Np,,0,keV,0,,,4.63,m,0.21,,,,,,,,35236.615,keV,55.007,"a = 3 ,EC+B+ = 97 ",
93,231,0,Np,,0,keV,0,"(5/2-)",,48.8,m,0.2,,,,,,,,35623.686,keV,51.154,"a = 2 1,EC+B+ = 98 1",
93,232,0,Np,,0,keV,0,"(4+)",,14.7,m,0.3,,,,,,,,37359,keV,100,"EC+B+ = 100",
93,233,0,Np,,0,keV,0,"(5/2+)",,36.2,m,0.1,,,,,,,,37948.531,keV,50.981,"a = 0.0007 ,EC = 100",
93,234,0,Np,,0,keV,0,"(0+)",,4.4,d,0.1,,,,,,,,39954.806,keV,8.397,"EC+B+ = 100 ",
93,235,0,Np,,0,keV,0,"5/2+",,396.1,d,1.2,,,,,,,,41043.044,keV,1.388,"a = 0.0026 0.00013,EC = 99.9974 0.00013",
93,236,0,Np,,0,keV,,"6(-)",,155000,y,1000,,,,,,,,43378.094,keV,50.421,"EC = 87.84 0.2,a = 0.16 0.04,B- = 12 0.1",
93,236,1,Np,,57,keV,51,"1(-)",,22.5,h,0.4,,,,,,,,43435.094,keV,71.717,"B- = 49 1,EC = 51 1",
93,237,0,Np,,0,keV,0,"5/2+",,2144000,y,7000,,,,,,,,44871.599,keV,1.12,"a = 100",
93,238,0,Np,,0,keV,0,"2+",,2.0993,d,0.0012,,,,,,,,47454.597,keV,1.137,"B- = 100",
93,239,0,Np,,0,keV,0,"5/2+",,2.3558,d,0.0031,,,,,,,,49311.005,keV,1.31,"B- = 100",
93,240,0,Np,,0,keV,0,"(5+)",,61.9,m,0.2,,,,,,,,52316.229,keV,17.032,"B- = 100",
93,240,1,Np,,18,keV,14,"(1+)",,7.22,m,0.02,,,,,,,,52334.229,keV,22.047,"B- = 99.88 0.01,IT = 0.12 0.01",
93,241,0,Np,,0,keV,,"5/2+",,13.9,m,0.2,,,,,,,,54315.115,keV,100.006,"B- = 100 ",
93,242,0,Np,,0,keV,,"(1+)",,2.2,m,0.2,,,,,,,,57416.876,keV,200.004,"B- = 100 ",
93,242,1,Np,,0,keV,,"(6+)",,5.5,m,0.1,,,,,,,,57416.876,keV,200.004,"B- = 100 ",
93,243,0,Np,,0,keV,-1,"(5/2)",,1.85,m,0.15,,,,,,,,59806,keV,32,"B- = 100",
93,244,0,Np,,0,keV,0,"(7-)",,2.29,m,0.16,,,,,,,,63240,keV,100,"B- = 100",
94,228,0,Pu,,0,keV,,"0+",,1.1,s,+2-0.5,,,,,,,,36107.809,keV,23.352,"a = 100",
94,229,0,Pu,,0,keV,,"(3/2+)",,83,s,+28-22,,,,,,,,37394.924,keV,60.633,"a = 50 20,EC+B+ = 50 20",
94,230,0,Pu,,0,keV,0,"0+",,107,s,22,,,,,,,,36932.17,keV,14.451,"a = 100",
94,231,0,Pu,,0,keV,0,"(3/2+)",,8.6,m,0.5,,,,,,,,38308.577,keV,22.061,"a = 10 +7-3,EC+B+ = 90 +3-7",
94,232,0,Pu,,0,keV,0,"0+",,33.1,m,0.8,,,,,,,,38360.915,keV,16.885,"a ~ 10 ,EC ~ 90 ",
94,233,0,Pu,,0,keV,0,"(5/2)",,20.9,m,0.4,,,,,,,,40051.836,keV,54.178,"a = 0.12 0.05,EC+B+ = 99.88 0.05",
94,234,0,Pu,,0,keV,0,"0+",,8.8,h,0.1,,,,,,,,40349.986,keV,6.798,"a ~ 6 ,EC ~ 94 ",
94,235,0,Pu,,0,keV,0,"(5/2+)",,25.3,m,0.5,,,,,,,,42182.346,keV,20.521,"a = 0.0028 0.0007,EC+B+ = 99.9972 0.0007",
94,236,0,Pu,,0,keV,0,"0+",,2.858,y,0.007,,,,,,,,42901.508,keV,1.81,"28Mg = 2.7e-12,f = 1.9e-7 4e-8,a = 100",
94,237,0,Pu,,0,keV,0,"7/2-",,45.64,d,0.04,,,,,,,,45091.662,keV,1.697,"a = 0.0032 0.0006,EC = 99.9968 0.0006",
94,237,1,Pu,,145.543,keV,0.008,"1/2+",,0.18,s,0.02,,,,,,,,45237.204999999994,keV,1.697018856701,"IT = 100",
94,238,0,Pu,,0,keV,0,"0+",,87.7,y,0.1,,,,,,,,46163.148,keV,1.138,"Si = 1.4e-14,f = 1.9e-7 1e-8,a = 100,Mg = 6e-15",
94,239,0,Pu,,0,keV,0,"1/2+",,24109,y,15,,,,,,,,48588.22,keV,1.112,"a = 100,f = 3.01e-10 7.5e-11",
94,240,0,Pu,,0,keV,0,"0+",,6562.2,y,5.8,,,,,,,,50125.319,keV,1.105,"a = 100,f = 0.000005796 3.9e-8",
94,241,0,Pu,,0,keV,,"5/2+",,14.329,y,0.029,,,,,,,,52955.115,keV,1.105,"B- = 99.99755 0.00008,a = 0.00245 0.00008",
94,242,0,Pu,,0,keV,,"0+",,375000,y,2000,,,,,,,,54716.876,keV,1.245,"a = 100,f = 0.00055 0.000006",
94,243,0,Pu,,0,keV,,"7/2+",,4.955,h,0.002,,,,,,,,57754.561,keV,2.542,"B- = 100 ",
94,244,0,Pu,,0,keV,0,"0+",,81300000,y,300000,,,,,,,,59806.021,keV,2.346,"a = 99.877 0.006,f = 0.123 0.006",
94,244,1,Pu,,1211.2,keV,0.8,"8-",,1.75,s,0.12,,,,,,,,61017.221,keV,2.479,"IT = 100",
94,245,0,Pu,,0,keV,0,"(9/2-)",,10.54,h,0.07,,,,,,,,63178.173,keV,13.62,"B- = 100",
94,246,0,Pu,,0,keV,1,"0+",,10.84,d,0.02,,,,,,,,65394.772,keV,14.985,"B- = 100",
94,247,0,Pu,,0,keV,,"(1/2+)",,2.27,d,0.23,,,,,,,,69210,keV,200,"B- = 100 ",
95,223,0,Am,,0,keV,,,,5.2,ms,+12-4.4,,,,,,,,42700,keV,300,"a ~ 100 ",
95,229,0,Am,,0,keV,,,,0.9,s,+2.1-0.7,,,,,,,,42180.414,keV,106.348,"a ~ 100 ",
95,230,0,Am,,0,keV,0,,,36,s,+12-7,,,,,,,,42872,keV,143,"ECf = 30 ,EC+B+ = 100",
95,232,0,Am,,0,keV,0,,,1.31,m,0.04,,,,,,,,43420,keV,300,"ECf = 0.069 0.01,EC+B+ ~ 100 ",
95,233,0,Am,,0,keV,0,,,3.2,m,0.8,,,,,,,,43285,keV,114,"a = 4.5 1.5,EC+B+ = 95.5 1.5",
95,234,0,Am,,0,keV,-1,,,2.32,m,0.08,,,,,,,,44462,keV,160,"ECf = 0.0066 0.0018,EC+B+ = 100,a = 0.04 ",
95,235,0,Am,,0,keV,0,"(5/2-)",,10.3,m,0.6,,,,,,,,44624.602,keV,52.78,"a = 0.4 0.05,EC+B+ = 99.6 0.05",
95,236,0,Am,,0,keV,0,"5-",,3.6,m,0.2,,,,,,,,46041,keV,119,"a = 0.004 ,EC+B+ = 100",
95,236,1,Am,,0,keV,,"(1-)",,2.9,m,0.2,,,,,,,,46041,keV,119,"a = 0.004 ,EC+B+ = 100",
95,237,0,Am,,0,keV,,"5/2(-)",,73,m,1,,,,,,,,46570,keV,59,"a = 0.025 0.003,EC+B+ = 99.975 0.003",
95,238,0,Am,,0,keV,0,"1+",,97.4,m,1.5,,,,,,,,48421.421,keV,58.911,"a = 0.0001 0.00004,EC+B+ = 100",
95,239,0,Am,,0,keV,0,"(5/2)-",,11.9,h,0.1,,,,,,,,49390.36,keV,1.982,"a = 0.01 0.001,EC = 99.99 0.001",
95,240,0,Am,,0,keV,0,"(3-)",,50.9,h,0.2,,,,,,,,51510.11,keV,13.832,"a ~ 0.00019 ,EC+B+ = 100",
95,241,0,Am,,0,keV,,"5/2-",,432.6,y,0.6,,,,,,,,52934.335,keV,1.113,"a = 100,f = 3.6e-10 9e-11",
95,242,0,Am,,0,keV,0,"1-",,16.02,h,0.02,,,,,,,,55468.014,keV,1.118,"B- = 83 0.3,EC = 17 0.3",
95,242,1,Am,,48.603,keV,0.003,"5-",,141.9,y,1.7,,,,,,,,55516.617000000006,keV,1.118004025037,"IT = 99.55 0.01,a = 0.45 0.01",
95,243,0,Am,,0,keV,0,"5/2-",,7345,y,14,,,,,,,,57175.005,keV,1.388,"a = 100,f = 3.8e-9 7e-10",
95,244,0,Am,,0,keV,0,"(6-)",,10.02,h,0.03,,,,,,,,59879.135,keV,1.491,"B- = 100",
95,244,1,Am,,89.5,keV,1.6,"1+",,26.13,m,0.43,,,,,,,,59968.635,keV,2.187,"B- = 99.9636 0.0012,EC = 0.0364 0.0012",
95,245,0,Am,,0,keV,0,"(5/2+)",,2.047,h,+0.007999999999999563-0.008000000000000451,,,,,,,,61900.417,keV,1.886,"B- = 100",
95,246,0,Am,,0,keV,0,"(7-)",,39,m,3,,,,,,,,64994,keV,18,"B- = 100",
95,246,1,Am,,0,keV,,"2(-)",,25,m,0.2,,,,,,,,64994,keV,18,"B- = 100,IT?",
95,247,0,Am,,0,keV,,"(5/2)",,23,m,1.3,,,,,,,,67153,keV,100,"B- = 100 ",
96,233,0,Cm,,0,keV,0,,,23,s,+13-6,,,,,,,,47293.34,keV,81.095,"a = 20 10,EC+B+ = 80 10",
96,234,0,Cm,,0,keV,0,"0+",,50,s,+9-8,,,,,,,,46722.411,keV,17.078,"f ~ 2 ,EC+B+ ~ 71 ,a ~ 27 ",
96,235,0,Cm,,0,keV,0,,,300,s,+25-10,,,,,,,,48013,keV,102,"a = 1 +0.7-0.5,EC+B+ = 99 +0.5-0.7",
96,236,0,Cm,,0,keV,0,"0+",,6.8,m,0.8,,,,,,,,47852.82,keV,17.635,"a = 18 2,EC+B+ = 82 2",
96,237,0,Cm,,0,keV,0,,,,,,,,,,,,,49247.151,keV,74.399,"a?,EC+B+ ~ 100 ",
96,238,0,Cm,,0,keV,0,"0+",,2.2,h,0.4,,,,,,,,49445.203,keV,12.234,"EC = 96.16 0.18,f = 0.048 0.002,a = 3.84 0.18",
96,239,0,Cm,,0,keV,0,"(7/2-)",,2.5,h,0.4,,,,,,,,51146.962,keV,150.07,"a = 0.001 ,EC+B+ ~ 100 ",
96,240,0,Cm,,0,keV,0,"0+",,30.4,d,3.7,,,,,,,,51724.222,keV,1.905,"EC = 0.5 ,f = 0.0000039 8e-7,a = 99.5 ",
96,241,0,Cm,,0,keV,,"1/2+",,32.8,d,0.2,,,,,,,,53701.77,keV,1.607,"a = 1 0.1,EC = 99 0.1",
96,242,0,Cm,,0,keV,0,"0+",,162.88,d,0.06,,,,,,,,54803.699,keV,1.141,"f = 0.0000062 3e-7,a = 100,34Si = 1e-14",
96,243,0,Cm,,0,keV,1,"5/2+",,29.18,y,0.12,,,,,,,,57181.936,keV,1.496,"EC = 0.29 0.03,f = 5.3e-9 9e-10,a = 99.71 0.03",
96,244,0,Cm,,0,keV,0,"0+",,18.112,y,0.025,,,,,,,,58451.835,keV,1.106,"a ~ 100 ,f = 0.00013779 0.00000235",
96,245,0,Cm,,0,keV,0,"7/2+",,8245,y,70,,,,,,,,61004.524,keV,1.149,"a = 100,f = 6.1e-7 9e-8",
96,246,0,Cm,,0,keV,0,"0+",,4757,y,33,,,,,,,,62616.912,keV,1.525,"a = 99.97385 0.00007,f = 0.02615 0.00007",
96,246,1,Cm,,1179.7,keV,1,"8-",,1.12,s,0.24,,,,,,,,63796.611999999994,keV,1.823629622484,"IT = 100",
96,247,0,Cm,,0,keV,,"9/2-",,15600000,y,500000,,,,,,,,65533.105,keV,3.797,"a = 100",
96,248,0,Cm,,0,keV,,"0+",,348471,y,6010,,,,,,,,67392.748,keV,2.358,"a = 91.61 0.16,f = 8.39 0.16",
96,249,0,Cm,,0,keV,0,"1/2+",,64.15,m,0.03,,,,,,,,70750.696,keV,2.371,"B- = 100",
96,250,0,Cm,,0,keV,,"0+",~,8300,y,,,,,,,,,72989.588,keV,10.274,"f ~ 74 ,a?,B-?",
96,251,0,Cm,,0,keV,0,"(1/2+),(3/2+)",,16.8,m,0.2,,,,,,,,76647.981,keV,22.698,"B- = 100",
97,233,0,Bk,,0,keV,0,,,21,s,+48-17,,,,,,,,52771,keV,233,"a = 0 ,EC+B+?",
97,234,0,Bk,,0,keV,0,,,19,s,+6-4,,,,,,,,53395,keV,153,"a = 83 ,EC+B+ = 20 ",
97,236,0,Bk,,0,keV,0,"(4+),(6-)",,22,s,+13-6,,,,,,,,53542,keV,361,"ECf = 4 2,EC+B+ ~ 83 ,a ~ 17 ",
97,237,0,Bk,,0,keV,0,,,,,,,,,,,,,53210,keV,230,"a?,EC+B+?",
97,238,0,Bk,,0,keV,0,,,144,s,5,,,,,,,,54216,keV,256,"ECf = 0.048 0.02,EC+B+ = 100",
97,239,0,Bk,,0,keV,0,"(3/2-),(7/2+)",,,,,,,,,,,,54250,keV,207,"f = 1 ,EC+B+ = 100,a = 1 ",
97,240,0,Bk,,0,keV,0,,,4.8,m,0.8,,,,,,,,55664,keV,150,"ECf = 0.002 0.0013,EC+B+ = 100",
97,241,0,Bk,,0,keV,,"(7/2+)",,4.6,m,0.4,,,,,,,,55981,keV,165,"a?,EC+B+ = 0 ",
97,242,0,Bk,,0,keV,0,,,7,m,1.3,,,,,,,,57752,keV,135,"f = 0.03 ,EC+B+ ~ 100 ,a = 1 ",
97,243,0,Bk,,0,keV,0,"(3/2-)",,4.6,h,0.2,,,,,,,,58689.629,keV,4.524,"a ~ 0.15 ,EC+B+ ~ 99.85 ",
97,244,0,Bk,,0,keV,0,"(4-)",,5.02,h,0.03,,,,,,,,60713.825,keV,14.399,"a = 0.006 0.003,EC+B+ = 99.994 0.003",
97,245,0,Bk,,0,keV,0,"3/2-",,4.96,d,0.03,,,,,,,,61813.776,keV,1.792,"a = 0.12 0.01,EC = 99.88 0.01",
97,246,0,Bk,,0,keV,,"2(-)",,1.8,d,0.02,,,,,,,,63966.912,keV,60.019,"EC+B+ = 100",
97,247,0,Bk,,0,keV,,"3/2-",,1380,y,250,,,,,,,,65489.521,keV,5.189,"a ~ 100 ",
97,248,0,Bk,,0,keV,,"(6+),(8-)",,9,y,,,,,,,,,68131.053,keV,50.058,"a?,EC?",
97,248,1,Bk,,0,keV,,"1(-)",,23.7,h,0.2,,,,,,,,68131.053,keV,50.058,"B- = 70 5,EC = 30 5",
97,249,0,Bk,,0,keV,0,"7/2+",,327.2,d,0.3,,,,,,,,69846.333,keV,1.248,"f = 4.7e-8 2e-9,a = 0.00137 0.0001,B- = 99.99863 0.0001",
97,250,0,Bk,,0,keV,,"2-",,3.212,h,0.005,,,,,,,,72952.006,keV,2.898,"B- = 100 ",
97,251,0,Bk,,0,keV,,"(3/2-)",,56,m,0.9,,,,,,,,75227.981,keV,10.734,"B- = 100 ",
97,252,0,Bk,,0,keV,0,,,1.8,m,0.5,,,,,,,,78535,keV,200,"B- = 100",
97,253,0,Bk,,0,keV,0,,,10,m,,,,,,,,,80929,keV,359,"B- = 100",
98,237,0,Cf,,0,keV,0,,,0.8,s,0.2,,,,,,,,57938.255,keV,97.347,"a = 70 10,f = 30 10",
98,238,0,Cf,,0,keV,0,"0+",,21.1,ms,1.3,,,,,,,,57278,keV,298,"a = 5 ,f = 95 ",
98,239,0,Cf,,0,keV,0,,,28,s,2,,,,,,,,58202,keV,120,"a = 65 3,EC+B+ = 35 3",
98,240,0,Cf,,0,keV,0,"0+",,41.2,s,2.4,,,,,,,,57988.719,keV,18.034,"a = 98.5 0.2,f = 1.5 0.2",
98,241,0,Cf,,0,keV,,,,3.78,m,0.7,,,,,,,,59327,keV,167,"a = 15 1,EC+B+ = 85 1",
98,242,0,Cf,,0,keV,,"0+",,3.49,m,0.15,,,,,,,,59386.982,keV,12.892,"f = 0.014 ,EC+B+ = 39 3,a = 61 3",
98,243,0,Cf,,0,keV,0,"(1/2+)",,10.6,m,0.4,,,,,,,,60990,keV,181,"a ~ 14 ,EC+B+ ~ 86 ",
98,244,0,Cf,,0,keV,0,"0+",,19.4,m,0.5,,,,,,,,61478.096,keV,2.617,"a = 75 6,EC = 25 6",
98,245,0,Cf,,0,keV,0,"1/2+",,45,m,1.4,,,,,,,,63385.151,keV,2.428,"a = 35.3 2.5,EC+B+ = 64.7 2.5",
98,246,0,Cf,,0,keV,0,"0+",,35.7,h,0.5,,,,,,,,64090.228,keV,1.514,"a = 99.9946 0.0007,f = 0.0054 0.0007",
98,247,0,Cf,,0,keV,,"(7/2+)",,3.11,h,0.03,,,,,,,,66109.392,keV,14.327,"a = 0.035 0.005,EC = 99.965 0.005",
98,248,0,Cf,,0,keV,,"0+",,333.5,d,2.8,,,,,,,,67237.951,keV,5.121,"a = 99.9971 0.0003,f = 0.0029 0.0003",
98,249,0,Cf,,0,keV,0,"9/2-",,350.7,y,2,,,,,,,,69722.733,keV,1.182,"a = 100,f = 5e-7",
98,250,0,Cf,,0,keV,,"0+",,13.08,y,0.09,,,,,,,,71170.336,keV,1.538,"a = 99.923 0.003,f = 0.077 0.003",
98,251,0,Cf,,0,keV,0,"1/2+",,898,y,43,,,,,,,,74134.981,keV,3.901,"a ~ 100 ,f?",
98,252,0,Cf,,0,keV,0,"0+",,2.647,y,0.003,,,,,,,,76034.61,keV,2.358,"a = 96.898 0.003,f = 3.102 0.003",
98,253,0,Cf,,0,keV,0,"(7/2+)",,17.78,d,0.07,,,,,,,,79301.562,keV,4.257,"B- = 99.69 0.04,a = 0.31 0.04",
98,254,0,Cf,,0,keV,0,"0+",,60.5,d,0.2,,,,,,,,81341.395,keV,11.462,"a = 0.31 0.02,f = 99.69 0.02",
98,255,0,Cf,,0,keV,0,"(7/2+)",,85,m,18,,,,,,,,84809,keV,200,"B- = 100",
98,256,0,Cf,,0,keV,0,"0+",,12.3,m,1.2,,,,,,,,87041,keV,314,"f = 100",
99,240,0,Es,,0,keV,0,"(1+)",,6.7,s,1.3,,,,,,,,64225,keV,366,"ECf = 16 6,EC+B+ = 30 10,a = 70 10",
99,241,0,Es,,0,keV,0,,,4.3,s,+2.4-1.2,,,,,,,,63893,keV,231,"a?,EC+B+?",
99,242,0,Es,,0,keV,,,,17.8,s,1.6,,,,,,,,64801,keV,257,"ECf = 0.7 0.2,EC+B+ = 43 3,a = 57 3",
99,243,0,Es,,0,keV,0,"(3/2-)",,22,s,1,,,,,,,,64747,keV,207,"f = 1 ,EC+B+ = 39 6,a = 61 6",
99,244,0,Es,,0,keV,0,,,37,s,4,,,,,,,,66026,keV,181,"ECf = 0.011 0.004,EC+B+ = 96 +2-3,a = 4 +3-2",
99,245,0,Es,,0,keV,0,"(3/2-)",,1.1150515463917527,m,+0.06220531193182946-0.06220531193182969,,,,,,,,66315,keV,165,"a = 54 7,EC+B+ = 46 7",
99,246,0,Es,,0,keV,,,,7.5,m,0.5,,,,,,,,67818.802,keV,89.925,"ECf ~ 0.003 ,EC+B+ = 90.1 1.8,a = 9.9 1.8",
99,247,0,Es,,0,keV,,"(7/2+)",,4.55,m,0.26,,,,,,,,68578.393,keV,19.441,"a ~ 7 ,EC+B+ ~ 93 ",
99,248,0,Es,,0,keV,,"(2-),(0+)",,24,m,2,,,,,,,,70299,keV,52,"ECf = 0.00035 0.00018,EC+B+ ~ 99.7 ,a ~ 0.3 ",
99,249,0,Es,,0,keV,,"7/2+",,102.2,m,0.6,,,,,,,,71175,keV,30,"a = 0.57 0.08,EC+B+ = 99.43 0.08",
99,250,0,Es,,0,keV,,"(6+)",,8.5,h,0.1,,,,,,,,73225,keV,100,"a = 3 ,EC+B+ = 97 ",
99,250,1,Es,,0,keV,,"1(-)",,2.21,h,0.05,,,,,,,,73225,keV,100,"a?,EC+B+ ~ 100 ",
99,251,0,Es,,0,keV,0,"3/2-",,33,h,1,,,,,,,,74511.547,keV,5.288,"a = 0.5 0.2,EC = 99.5 0.2",
99,252,0,Es,,0,keV,0,"(5-)",,471.7,d,1.9,,,,,,,,77294.61,keV,50.056,"a = 78 2,EC = 22 2",
99,253,0,Es,,0,keV,0,"7/2+",,20.466,d,0.023,,,,,,,,79010.486,keV,1.249,"a = 100,f = 0.0000088 3e-7",
99,254,0,Es,,0,keV,0,"7(+)",,275.7,d,0.5,,,,,,,,81994.151,keV,2.936,"f = 0.000003 ,a ~ 100 ,B- = 0.000174 0.000008",
99,254,1,Es,,84.2,keV,2.5,"2+",,39.2,h,0.3,,,,,,,,82078.351,keV,3.856,"IT = 3 ,a = 0.32 0.01,B- ~ 98 ,f = 0.045 ,EC = 0.076 0.007",
99,255,0,Es,,0,keV,0,"(7/2+)",,39.8,d,1.2,,,,,,,,84089.237,keV,10.817,"f = 0.0041 0.0002,a = 8 0.4,B- = 92 0.4",
99,256,0,Es,,0,keV,0,"(1+),(0-)",,25.4,m,1.2,,,,,,,,87185,keV,100,"B- = 100",
99,256,1,Es,,0,keV,,"(8+)",,7.6,h,0,,,,,,,,87185,keV,100,"B- = 100,B-f = 0.002",
99,257,0,Es,,0,keV,0,,,7.7,d,0.2,,,,,,,,89403,keV,411,"f?,a?,B- ~ 100 ",
100,241,0,Fm,,0,keV,,,,0.73,ms,0.06,,,,,,,,69220,keV,300,"f = 78 ,EC+B+ = 12 ,a = 14 ",
100,242,0,Fm,,0,keV,,"0+",,0.8,ms,0.2,,,,,,,,68400,keV,401,"f = 100",
100,243,0,Fm,,0,keV,0,"(7/2-)",,231,ms,9,,,,,,,,69316,keV,130,"f = 9 3,EC+B+ = 10 ,a = 91 3",
100,244,0,Fm,,0,keV,0,"0+",,3.12,ms,0.08,,,,,,,,68964,keV,201,"f = 97 ,EC+B+ = 2 ,a = 1 ",
100,245,0,Fm,,0,keV,0,,,5.4,s,0.6,,,,,,,,70192,keV,195,"f = 0.3 ,EC+B+ = 11.5 +6.8-5,a = 88.5 +5-6",
100,246,0,Fm,,0,keV,0,"0+",,1.53,s,0.04,,,,,,,,70191.187,keV,13.67,"f = 6.4 0.4,EC+B+ = 1.3 ,a = 93.6 0.4",
100,247,0,Fm,,0,keV,,"(7/2+)",,31,s,1,,,,,,,,71672,keV,181,"a ~ 64 ,EC+B+ ~ 36 ",
100,247,1,Fm,,45,keV,7,"(1/2+)",,5.1,s,0.2,,,,,,,,71717,keV,181.1,"IT = 12 2,a = 88 2",
100,248,0,Fm,,0,keV,,"0+",,34.5,s,1.2,,,,,,,,71897.793,keV,8.497,"f = 0.1 0.05,EC+B+?,a ~ 99.9 ",
100,249,0,Fm,,0,keV,,"(7/2-)",,1.6,m,0.1,,,,,,,,73519.143,keV,6.212,"a = 15.6 1,EC+B+ = 84.4 1",
100,250,0,Fm,,0,keV,,"0+",,30.9,m,1,,,,,,,,74072.193,keV,7.888,"EC?,f = 0.0069 0.001,a ~ 100 ",
100,250,1,Fm,,1199.2,keV,1,"(8-)",,1.9,s,0.05,,,,,,,,75271.393,keV,7.951,"IT ~ 100 ,a?",
100,251,0,Fm,,0,keV,0,"(9/2-)",,5.3,h,0.08,,,,,,,,75958.808,keV,14.292,"a = 1.8 0.13,EC+B+ = 98.2 0.13",
100,252,0,Fm,,0,keV,0,"0+",,25.38,h,0.12,,,,,,,,76816.611,keV,5.221,"a = 99.9977 0.0002,f = 0.0023 0.0002",
100,253,0,Fm,,0,keV,0,"1/2+",,3,d,0.12,,,,,,,,79345.549,keV,1.549,"a = 12 1,EC = 88 1",
100,254,0,Fm,,0,keV,0,"0+",,3.24,h,0.002,,,,,,,,80902.521,keV,1.843,"a = 99.9408 0.0003,f = 0.0592 0.0003",
100,255,0,Fm,,0,keV,0,"7/2+",,20.07,h,0.07,,,,,,,,83800.465,keV,3.934,"a ~ 100 ,f = 0.000024 0.00001",
100,256,0,Fm,,0,keV,0,"0+",,157.1,m,1.2,,,,,,,,85484.796,keV,3.02,"a = 8.1 0.3,f = 91.9 0.3",
100,257,0,Fm,,0,keV,0,"(9/2+)",,100.5,d,0.2,,,,,,,,88590.137,keV,4.35,"a = 99.79 0.004,f = 0.21 0.004",
100,258,0,Fm,,0,keV,0,"0+",,370,us,14,,,,,,,,90426,keV,200,"f ~ 100 ",
100,259,0,Fm,,0,keV,0,,,1.5,s,0.2,,,,,,,,93704,keV,283,"f = 100",
101,244,0,Md,,0,keV,0,,,0.39,s,+0.22-0.1,,,,,,,,75597,keV,374,"a ~ 100 ,EC+B+ = 14 ",
101,245,0,Md,,0,keV,0,"(7/2-)",,0.33,s,+0.15-0.08,,,,,,,,75325,keV,260,"a ~ 100 ",
101,246,0,Md,,0,keV,,,,0.9,s,0.2,,,,,,,,76115,keV,260,"f?,EC+B+?,a = 100 ",
101,246,1,Md,,0,keV,,,,4.4,s,0.8,,,,,,,,76115,keV,260,"ECf = 10 ,EC+B+ = 77 ,a = 23 ",
101,247,0,Md,,0,keV,,"(7/2-)",,1.2,s,0.08,,,,,,,,75936,keV,207,"a = 99.14 0.1,f = 0.86 0.1",
101,247,1,Md,,153,keV,10,"(1/2-)",,0.24,s,0.02,,,,,,,,76089,keV,207.2,"IT = 80 2,f = 20 2",
101,248,0,Md,,0,keV,,,,7,s,3,,,,,,,,76948,keV,184,"a = 20 10,EC+B+ = 80 10",
101,249,0,Md,,0,keV,0,"(7/2-)",,25.6,s,0.9,,,,,,,,77180.952,keV,164.425,"a = 75 5,EC+B+ = 25 5",
101,249,1,Md,,0,keV,,"(1/2-)",,1.5,s,+1.2-0.5,,,,,,,,77180.952,keV,164.425,"IT?,a?",
101,250,0,Md,,0,keV,0,,,53.4,s,4.5,,,,,,,,78399.14,keV,90.92,"ECf = 0.02 +0.02-0.01,EC+B+ = 93 1,a = 7 1",
101,250,1,Md,,123,keV,40,,,42.4,s,4.5,,,,,,,,78522.14,keV,99.33,"EC+B+?,a?,IT?",
101,251,0,Md,,0,keV,0,"(7/2-)",,4.27,m,0.11,,,,,,,,78966.749,keV,18.919,"a = 10 1,EC+B+ = 90 1",
101,251,1,Md,,850,keV,100,"(23/2+)",,1.37,s,0.06,,,,,,,,79816.749,keV,101.774,"IT ~ 100 ",
101,252,0,Md,,0,keV,0,"(1+)",,2.3,m,0.8,,,,,,,,80467.118,keV,91.286,"a?,EC+B+ ~ 100 ",
101,253,0,Md,,0,keV,0,"(7/2-)",,6.45,m,+11.6-3.6,,,,,,,,81173,keV,31,"a ~ 0.7 ,EC+B+ ~ 99.3 ",
101,254,0,Md,,0,keV,0,,,10,m,3,,,,,,,,83453,keV,100,"EC+B+ ~ 100 ",
101,254,1,Md,,50,keV,100,"(3-)",,28,m,8,,,,,,,,83503,keV,141.4,"EC+B+ ~ 100 ",
101,255,0,Md,,0,keV,0,"(7/2-)",,27,m,2,,,,,,,,84842.069,keV,5.567,"EC = 93 1,f = 0.15 ,a = 7 1",
101,256,0,Md,,0,keV,0,"(1-)",,77.7,m,1.5,,,,,,,,87456,keV,124,"f = 3 ,EC+B+ = 90.5 0.5,a = 9.5 0.5",
101,257,0,Md,,0,keV,0,"(7/2-)",,5.52,h,0.05,,,,,,,,88992.472,keV,1.569,"EC = 85 3,f = 1 ,a = 15 3",
101,258,0,Md,,0,keV,0,"(8-)",,51.52,d,0.29,,,,,,,,91690.35,keV,3.474,"a ~ 100 ",
