Z,N,A,element,level_index,level_energy_keV,spin_parity,mass_excess_keV,abundance,half_life_s,half_life_source,is_stable,is_resonance,dominant_mode,decay_modes_raw
85,115,200,At,0,0.0,(3+),-8987.894,,43.0,chart,False,False,ALPHA,"a = 53 4,EC+B+ = 47 4"
85,115,200,At,1,113.0,(7+),-8874.894,,47.0,wallet,False,False,EC_BP,"a = 43 7,EC+B+ = 57 7"
85,115,200,At,2,344.0,(10-),-8643.894,,6.4,wallet,False,False,IT,"EC+B+?,a = 10.5 0.3,IT = 89.5 0.3"
85,116,201,At,0,0.0,(9/2-),-10789.441,,85.0,chart,False,False,ALPHA,"a = 71 7,EC+B+ = 29 7"
85,117,202,At,0,0.0,3(+),-10595.106,,184.0,chart,False,False,EC_BP,"a = 12 7,EC+B+ = 88 7"
85,117,202,At,1,190.0,7(+),-10405.106,,182.0,wallet,False,False,EC_BP,"a = 8.6 1.1,EC+B+ = 91.4 1.1"
85,117,202,At,2,590.0,10(-),-10005.106,,0.46,wallet,False,False,IT,"IT = 99.904 0.011,a = 0.096 0.011"
85,118,203,At,0,0.0,9/2-,-12162.607,,444.0,chart,False,False,EC_BP,"a = 31 3,EC+B+ = 69 3"
85,119,204,At,0,0.0,7+,-11875.252,,552.0,chart,False,False,EC_BP,"a = 3.9 0.2,EC+B+ = 96.1 0.2"
85,119,204,At,1,587.3,10-,-11287.952,,0.108,wallet,False,False,IT,IT = 100
85,120,205,At,0,0.0,9/2-,-12984.519,,1614.0,chart,False,False,EC_BP,"a = 10 2,EC+B+ = 90 2"
85,121,206,At,0,0.0,(6)+,-12439.388,,1830.0,chart,False,False,EC_BP,"a = 0.9 0.1,EC+B+ = 99.1 0.1"
85,122,207,At,0,0.0,9/2-,-13227.482,,6516.0,chart,False,False,EC_BP,"a ~ 10 ,EC+B+ ~ 90 "
85,123,208,At,0,0.0,6+,-12469.901,,5868.0,chart,False,False,EC_BP,"a = 0.55 0.06,EC+B+ = 99.45 0.06"
85,124,209,At,0,0.0,9/2-,-12883.773,,19512.0,chart,False,False,EC_BP,"a = 4.1 0.5,EC+B+ = 95.9 0.5"
85,125,210,At,0,0.0,(5)+,-11972.099,,29160.0,chart,False,False,EC_BP,"a = 0.175 0.02,EC+B+ = 99.825 0.02"
85,126,211,At,0,0.0,9/2-,-11647.191,,25977.6,chart,False,False,EC_BP,"a = 41.78 0.08,EC = 58.22 0.08"
85,127,212,At,0,0.0,(1-),-8628.149,,0.314,chart,False,False,ALPHA,a ~ 100 
85,127,212,At,1,222.9,(9-),-8405.249,,0.121,wallet,False,False,ALPHA,"IT = 0.5 0.5,a = 99.5 0.5"
85,128,213,At,0,0.0,9/2-,-6579.522,,1.24e-07,chart,False,False,ALPHA,a = 100
85,129,214,At,0,0.0,1-,-3379.151,,5.58e-07,chart,False,False,ALPHA,a = 100
85,130,215,At,0,0.0,9/2-,-1256.583,,3.7e-05,chart,False,False,ALPHA,a = 100
85,131,216,At,0,0.0,1-,2256.678,,0.0003,chart,False,False,ALPHA,a ~ 100 
85,132,217,At,0,0.0,9/2-,4394.598,,0.0326,chart,False,False,ALPHA,"B- = 0.007 0.003,a = 99.993 0.003"
85,133,218,At,0,0.0,"(3-),(2-)",8100.218,,1.28,chart,False,False,ALPHA,"B- = 0.05 0.05,a = 99.95 0.05"
85,134,219,At,0,0.0,(9/2-),10396.021,,56.0,chart,False,False,ALPHA,"B- = 6.4 1,a = 93.6 1"
85,135,220,At,0,0.0,3,14375.748,,222.6,chart,False,False,B-,"B- = 92 2,a = 8 2"
85,136,221,At,0,0.0,,16782.729,,138.0,chart,False,False,B-,B- = 100 
85,137,222,At,0,0.0,,20953.028,,54.0,chart,False,False,B-,B- = 100 
85,138,223,At,0,0.0,,23428.008,,50.0,chart,False,False,B-,B- = 100 
85,139,224,At,0,0.0,,27711.018,,76.2,chart,False,False,B-,B- = 100
85,140,225,At,0,0.0,,30300.0,,,none,False,False,B-,B- = 100
85,141,226,At,0,0.0,,34660.0,,,none,False,False,B-,B- = 100
85,142,227,At,0,0.0,,37430.0,,,none,False,False,B-,"B- = 100,B-n?"
85,143,228,At,0,0.0,,41880.0,,,none,False,False,B-,"B- = 100,B-n?"
85,144,229,At,0,0.0,,44890.0,,,none,False,False,B-,"B- = 100,B-n?"
86,107,193,Rn,0,0.0,,9042.92,,0.00115,chart,False,False,ALPHA,a ~ 100 
86,108,194,Rn,0,0.0,0+,5724.624,,0.00078,chart,False,False,ALPHA,a ~ 100 
86,109,195,Rn,0,0.0,3/2-,5050.285,,0.006,chart,False,False,ALPHA,a ~ 100 
86,110,196,Rn,0,0.0,0+,1975.169,,0.0044,chart,False,False,ALPHA,"a ~ 100 ,EC+B+?"
86,111,197,Rn,0,0.0,(3/2-),1510.368,,0.055,chart,False,False,ALPHA,a ~ 100 
86,112,198,Rn,0,0.0,0+,-1230.32,,0.065,chart,False,False,ALPHA,"a = 90 10,EC+B+ = 10 10"
86,113,199,Rn,0,0.0,(3/2-),-1559.846,,0.6,chart,False,False,ALPHA,a ~ 100 
86,113,199,Rn,1,222.0,(13/2+),-1337.846,,0.312,wallet,False,False,ALPHA,a ~ 100 
86,114,200,Rn,0,0.0,0+,-4000.454,,1.03,chart,False,False,OTHER,"a = 86 +14-4,EC+B+ = 14 +4-14"
86,115,201,Rn,0,0.0,(3/2-),-4107.413,,7.0,chart,False,False,ALPHA,"a = 0 ,EC+B+?"
86,115,201,Rn,1,248.0,(13/2+),-3859.413,,3.8,wallet,False,False,ALPHA,"a = 0 ,EC+B+?"
86,116,202,Rn,0,0.0,0+,-6274.561,,9.75,chart,False,False,ALPHA,"a = 78 8,EC+B+ = 22 8"
86,117,203,Rn,0,0.0,3/2-,-6184.045,,44.0,chart,False,False,ALPHA,"a = 66 9,EC+B+ = 34 9"
86,117,203,Rn,1,362.0,13/2+,-5822.045,,26.9,wallet,False,False,ALPHA,"a = 75 10,EC+B+ = 25 10"
86,118,204,Rn,0,0.0,0+,-7970.115,,74.0,chart,False,False,ALPHA,"a = 72 1,EC+B+ = 28 1"
86,119,205,Rn,0,0.0,5/2-,-7709.764,,170.0,chart,False,False,EC_BP,"a = 25 1,EC+B+ = 75 1"
86,120,206,Rn,0,0.0,0+,-9132.918,,377.4,chart,False,False,ALPHA,"a = 62 3,EC+B+ = 38 3"
86,121,207,Rn,0,0.0,5/2-,-8634.742,,555.0,chart,False,False,EC_BP,"a = 21 3,EC+B+ = 79 3"
86,122,208,Rn,0,0.0,0+,-9655.389,,1456.8000000000002,chart,False,False,ALPHA,"a = 62 7,EC+B+ = 38 7"
86,123,209,Rn,0,0.0,5/2-,-8941.049,,1722.0,chart,False,False,EC_BP,"a = 17 2,EC+B+ = 83 2"
86,124,210,Rn,0,0.0,0+,-9604.764,,8712.0,chart,False,False,ALPHA,"a = 96 1,EC+B+ = 4 1"
86,125,211,Rn,0,0.0,1/2-,-8755.33,,52920.0,chart,False,False,EC_BP,"a = 27.4 1.7,EC = 72.6 1.7"
86,126,212,Rn,0,0.0,0+,-8659.219,,1434.0,chart,False,False,ALPHA,a = 100
86,127,213,Rn,0,0.0,(9/2+),-5695.949,,0.0193799999999999,chart,False,False,ALPHA,a = 100
86,128,214,Rn,0,0.0,0+,-4319.664,,2.590000000000001e-07,chart,False,False,ALPHA,a = 100
86,129,215,Rn,0,0.0,9/2+,-1168.99,,2.2999999999e-06,chart,False,False,ALPHA,a = 100
86,130,216,Rn,0,0.0,0+,253.312,,2.9e-05,chart,False,False,ALPHA,a = 100
86,131,217,Rn,0,0.0,9/2+,3658.566,,0.00059,chart,False,False,ALPHA,a = 100
86,132,218,Rn,0,0.0,0+,5217.413,,0.03375,chart,False,False,ALPHA,a = 100
86,133,219,Rn,0,0.0,5/2+,8829.337,,3.96,chart,False,False,ALPHA,a = 100
86,134,220,Rn,0,0.0,0+,10611.994,,55.6,chart,False,False,ALPHA,a = 100
86,135,221,Rn,0,0.0,7/2+,14471.354,,1542.0,chart,False,False,B-,"B- = 80 2,a = 20 2"
86,136,222,Rn,0,0.0,0+,16371.957,,330174.14400000003,chart,False,False,ALPHA,a = 100
86,137,223,Rn,0,0.0,7/2,20389.738,,1458.0,chart,False,False,B-,B- = 100 
86,138,224,Rn,0,0.0,0+,22445.098,,6840.0,chart,False,False,B-,B- = 100 
86,139,225,Rn,0,0.0,7/2-,26534.143,,279.6,chart,False,False,B-,B- = 100 
86,140,226,Rn,0,0.0,0+,28747.194,,444.0,chart,False,False,B-,B- = 100 
86,141,227,Rn,0,0.0,(5/2),32885.835,,20.8,chart,False,False,B-,B- = 100 
86,142,228,Rn,0,0.0,0+,35243.466,,65.0,chart,False,False,B-,B- = 100 
86,143,229,Rn,0,0.0,,39362.4,,12.0,chart,False,False,B-,B- = 100 
86,144,230,Rn,0,0.0,0+,42170.0,,,none,False,False,B-,B- = 100
86,145,231,Rn,0,0.0,,46550.0,,,none,False,False,B-,B- = 100
87,110,197,Fr,0,0.0,(7/2-),10253.968,,0.0006,chart,False,False,ALPHA,a ~ 100 
87,111,198,Fr,0,0.0,,9577.698,,0.015,chart,False,False,ALPHA,a ~ 100 
87,111,198,Fr,1,0.0,,9577.698,,0.0011,wallet,False,False,ALPHA,a ~ 100 
87,112,199,Fr,0,0.0,(1/2+),6771.388,,0.0045,chart,False,False,ALPHA,a ~ 100 
87,113,200,Fr,0,0.0,(3+),6133.578,,0.05,chart,False,False,ALPHA,"ECf = 1.4 ,a ~ 100 "
87,114,201,Fr,0,0.0,(9/2-),3588.573,,0.063,chart,False,False,ALPHA,a ~ 100 
87,114,201,Fr,1,130.0,(1/2+),3718.573,,0.027,wallet,False,False,ALPHA,a ~ 100 
87,115,202,Fr,0,0.0,(3+),3101.538,,0.364,chart,False,False,ALPHA,a ~ 100 
87,115,202,Fr,1,257.0,(10-),3358.538,,0.28600000000000003,wallet,False,False,ALPHA,a ~ 100 
87,116,203,Fr,0,0.0,9/2-,876.412,,0.55,chart,False,False,ALPHA,a ~ 100 
87,116,203,Fr,1,361.0,1/2+,1237.412,,0.043000000000000003,wallet,False,False,IT,"IT = 80 4,a = 20 4"
87,117,204,Fr,0,0.0,3+,607.308,,1.8,chart,False,False,ALPHA,"a = 92 2,EC+B+ = 8 2"
87,117,204,Fr,1,41.0,7+,648.308,,2.2,wallet,False,False,ALPHA,"a = 90 2,EC+B+ = 10 2"
87,117,204,Fr,2,316.0,10-,923.308,,1.65,wallet,False,False,ALPHA,"a = 66 10,EC+B+ = 34 10"
87,118,205,Fr,0,0.0,9/2-,-1309.816,,3.9,chart,False,False,ALPHA,"a = 98.5 0.4,EC+B+ = 1.5 0.4"
87,119,206,Fr,0,0.0,3(+),-1246.859,,16.0,chart,False,False,ALPHA,"a = 88.4 3.3,EC+B+ = 11.6 3.3"
87,119,206,Fr,1,200.0,7(+),-1046.859,,16.0,wallet,False,False,ALPHA,"a = 84.7 1.5,EC+B+ = 15.3 1.5"
87,119,206,Fr,2,730.0,10(-),-516.8589999999999,,0.7,wallet,False,False,IT,"IT = 87 2,a = 13 2"
87,120,207,Fr,0,0.0,9/2-,-2849.021,,14.8,chart,False,False,ALPHA,"a = 95 2,EC+B+ = 5 2"
87,121,208,Fr,0,0.0,7+,-2664.928,,58.6,chart,False,False,ALPHA,"a = 89 3,EC+B+ = 11 3"
87,122,209,Fr,0,0.0,9/2-,-3782.144,,50.5,chart,False,False,ALPHA,"a = 89 3,EC+B+ = 11 3"
87,123,210,Fr,0,0.0,6+,-3343.508,,190.8,chart,False,False,ALPHA,"a = 71 4,EC+B+ = 29 4"
87,124,211,Fr,0,0.0,9/2-,-4140.314,,186.0,chart,False,False,ALPHA,"a = 87 3,EC = 13 3"
87,125,212,Fr,0,0.0,5+,-3515.998,,1218.0,chart,False,False,EC_BP,"a = 43 2,EC+B+ = 57 2"
87,126,213,Fr,0,0.0,9/2-,-3554.199,,34.17,chart,False,False,ALPHA,"a = 99.45 0.05,EC+B+ = 0.55 0.05"
87,127,214,Fr,0,0.0,(1-),-958.327,,0.0055,chart,False,False,ALPHA,a = 100
87,128,215,Fr,0,0.0,9/2-,318.137,,8.9e-08,chart,False,False,ALPHA,a = 100
87,129,216,Fr,0,0.0,(1-),2971.022,,7e-07,chart,False,False,ALPHA,a = 100
87,130,217,Fr,0,0.0,9/2-,4314.663,,2.2e-05,chart,False,False,ALPHA,a = 100
87,131,218,Fr,0,0.0,1-,7059.44,,0.0011,chart,False,False,ALPHA,a = 100
87,132,219,Fr,0,0.0,9/2-,8616.939,,0.022,chart,False,False,ALPHA,a = 100
87,133,220,Fr,0,0.0,1+,11482.332,,27.4,chart,False,False,ALPHA,"B- = 0.35 0.05,a = 99.65 0.05"
87,134,221,Fr,0,0.0,5/2-,13277.251,,288.06,chart,False,False,ALPHA,"14C = 8.8e-11 1.1e-11,a = 99.995 0.003,B- = 0.005 0.003"
87,135,222,Fr,0,0.0,2-,16378.103,,852.0,chart,False,False,B-,B- = 100 
87,136,223,Fr,0,0.0,3/2(-),18382.329,,1319.4,chart,False,False,B-,"B- = 99.994,a = 0.006"
87,137,224,Fr,0,0.0,1(-),21748.614,,199.8,chart,False,False,B-,B- = 100 
87,138,225,Fr,0,0.0,3/2-,23820.602,,240.0,chart,False,False,B-,B- = 100 
87,139,226,Fr,0,0.0,1-,27520.539,,49.0,chart,False,False,B-,B- = 100 
87,140,227,Fr,0,0.0,1/2+,29682.445,,148.20000000000002,chart,False,False,B-,B- = 100 
87,141,228,Fr,0,0.0,2-,33384.221,,38.0,chart,False,False,B-,B- = 100
87,142,229,Fr,0,0.0,(1/2+),35668.253,,50.2,chart,False,False,B-,B- = 100 
87,143,230,Fr,0,0.0,,39486.769,,19.1,chart,False,False,B-,B- = 100
87,144,231,Fr,0,0.0,(1/2+),42080.575,,17.6,chart,False,False,B-,B- = 100
87,145,232,Fr,0,0.0,(5),46072.834,,5.5,chart,False,False,B-,B- = 100 
87,146,233,Fr,0,0.0,,48920.052,,0.9,chart,False,False,B-,"B- = 100,B-n?"
88,113,201,Ra,0,0.0,(3/2-),11936.817,,0.008,chart,False,False,ALPHA,a = 100
88,113,201,Ra,1,260.0,(13/2+),12196.817,,0.0016,wallet,False,False,ALPHA,a = 100
88,114,202,Ra,0,0.0,0+,9074.9,,0.0038,chart,False,False,ALPHA,a ~ 100 
88,115,203,Ra,0,0.0,3/2-,8601.331,,0.031,chart,False,False,ALPHA,a ~ 100 
88,116,204,Ra,0,0.0,0+,6061.097,,0.058,chart,False,False,ALPHA,a ~ 100 
88,117,205,Ra,0,0.0,(3/2-),5803.853,,0.215,chart,False,False,ALPHA,a ~ 100 
88,117,205,Ra,1,263.0,(13/2+),6066.853,,0.17,wallet,False,False,ALPHA,a ~ 100 
88,118,206,Ra,0,0.0,0+,3565.613,,0.24,chart,False,False,ALPHA,a ~ 100 
88,119,207,Ra,0,0.0,"(3/2-),(5/2-)",3513.988,,1.4,chart,False,False,ALPHA,"a ~ 86 ,EC+B+ ~ 14 "
88,120,208,Ra,0,0.0,0+,1727.934,,1.11,chart,False,False,ALPHA,"a = 87 3,EC+B+ = 13 3"
88,121,209,Ra,0,0.0,5/2-,1858.24,,4.8,chart,False,False,ALPHA,a ~ 100 
88,122,210,Ra,0,0.0,0+,442.839,,3.9,chart,False,False,ALPHA,a ~ 100 
88,123,211,Ra,0,0.0,5/2(-),831.87,,13.0,chart,False,False,ALPHA,a ~ 100 
88,124,212,Ra,0,0.0,0+,-198.763,,13.0,chart,False,False,ALPHA,a ~ 100 
88,125,213,Ra,0,0.0,1/2-,345.557,,163.8,chart,False,False,ALPHA,"a = 86 2,EC+B+ = 14 2"
88,126,214,Ra,0,0.0,0+,92.74,,2.438,chart,False,False,ALPHA,"a = 99.94 0.004,EC = 0.06 0.004"
88,127,215,Ra,0,0.0,(9/2+),2531.995,,0.00168,chart,False,False,ALPHA,a = 100
88,128,216,Ra,0,0.0,0+,3291.466,,1.72e-07,chart,False,False,ALPHA,a = 100
88,129,217,Ra,0,0.0,(9/2+),5889.536,,1.59e-06,chart,False,False,ALPHA,a = 100
88,130,218,Ra,0,0.0,0+,6645.556,,2.59099999999e-05,chart,False,False,ALPHA,a = 100
88,131,219,Ra,0,0.0,(7/2+),9393.853,,0.009,chart,False,False,ALPHA,a = 100
88,132,220,Ra,0,0.0,0+,10272.091,,0.018,chart,False,False,ALPHA,a = 100
88,133,221,Ra,0,0.0,5/2+,12963.877,,16.0,chart,False,False,ALPHA,"14C = 1.2e-10 9e-11,a = 100"
88,134,222,Ra,0,0.0,0+,14320.205,,33.6,chart,False,False,ALPHA,"14C = 2.9e-8 6e-9,a = 100"
88,135,223,Ra,0,0.0,3/2+,17233.245,,988001.28,chart,False,False,ALPHA,"14C = 8.9e-8 4e-9,a = 100"
88,136,224,Ra,0,0.0,0+,18825.832,,313744.32,chart,False,False,ALPHA,"14C = 4e-9 1e-9,a = 100"
88,137,225,Ra,0,0.0,1/2+,21993.044,,1278720.0,chart,False,False,B-,B- = 100 
88,138,226,Ra,0,0.0,0+,23667.576,,50492160000.0,chart,False,False,ALPHA,"14C = 2.6e-9 6e-10,a = 100"
88,139,227,Ra,0,0.0,3/2+,27177.464,,2532.0,chart,False,False,B-,B- = 100 
88,140,228,Ra,0,0.0,0+,28940.194,,181456200.0,chart,False,False,B-,B- = 100 
88,141,229,Ra,0,0.0,5/2+,32561.963,,240.0,chart,False,False,B-,B- = 100
88,142,230,Ra,0,0.0,0+,34516.306,,5580.0,chart,False,False,B-,B- = 100 
88,143,231,Ra,0,0.0,(5/2+),38216.488,,103.9,chart,False,False,B-,B- = 100
88,144,232,Ra,0,0.0,0+,40496.955,,252.0,chart,False,False,B-,B- = 100
88,145,233,Ra,0,0.0,(1/2+),44334.062,,30.0,chart,False,False,B-,B- = 100
88,146,234,Ra,0,0.0,0+,46930.629,,30.0,chart,False,False,B-,B- = 100
89,115,204,Ac,0,0.0,,,,0.0074,wallet,False,False,ALPHA,a ~ 100 
89,116,205,Ac,0,0.0,(9/2-),14106.689,,0.0077,chart,False,False,ALPHA,a ~ 100 
89,117,206,Ac,0,0.0,(3+),13484.754,,0.027,chart,False,False,ALPHA,a ~ 100 
89,117,206,Ac,1,200.0,(10-),13684.754,,0.033,wallet,False,False,ALPHA,a ~ 100 
89,118,207,Ac,0,0.0,(9/2-),11146.228,,0.027,chart,False,False,ALPHA,a ~ 100 
89,119,208,Ac,0,0.0,(3+),10760.854,,0.093,chart,False,False,ALPHA,a ~ 100 
89,120,209,Ac,0,0.0,(9/2-),8844.887,,0.091,chart,False,False,ALPHA,a ~ 100 
89,121,210,Ac,0,0.0,,8764.079,,0.344,chart,False,False,ALPHA,a ~ 100 
89,122,211,Ac,0,0.0,9/2-,7143.485,,0.21,chart,False,False,ALPHA,a ~ 100 
89,123,212,Ac,0,0.0,(7+),7299.6,,0.895,chart,False,False,ALPHA,a ~ 100 
89,124,213,Ac,0,0.0,9/2-,6141.029,,0.738,chart,False,False,ALPHA,a ~ 100 
89,125,214,Ac,0,0.0,5(+),6433.272,,8.2,chart,False,False,ALPHA,"a = 89 ,EC+B+ = 11 "
89,126,215,Ac,0,0.0,9/2-,6030.55,,0.17,chart,False,False,ALPHA,"a = 99.91 0.02,EC+B+ = 0.09 0.02"
89,127,216,Ac,0,0.0,(1-),8149.736,,0.0003599999999999,chart,False,False,ALPHA,a = 100
89,128,217,Ac,0,0.0,9/2-,8702.321,,6.900000000000002e-08,chart,False,False,ALPHA,a = 100
89,129,218,Ac,0,0.0,(1-),10850.845,,1.02e-06,chart,False,False,ALPHA,a = 100
89,130,219,Ac,0,0.0,9/2-,11569.553,,9.4999999999e-06,chart,False,False,ALPHA,a = 100
89,131,220,Ac,0,0.0,(3-),13743.755,,0.0264,chart,False,False,ALPHA,a = 100
89,132,221,Ac,0,0.0,,14531.048,,0.052,chart,False,False,ALPHA,a = 100
89,133,222,Ac,0,0.0,1-,16621.797,,4.9,chart,False,False,ALPHA,"a = 99 1,EC+B+ = 1 1"
89,133,222,Ac,1,30.0,,16651.797,,63.0,wallet,False,False,ALPHA,"EC+B+ = 1.4 0.6,a = 93.6 5,IT = 5 5"
89,134,223,Ac,0,0.0,(5/2-),17825.055,,127.2,chart,False,False,ALPHA,"a = 99,EC = 1"
89,135,224,Ac,0,0.0,(0-),20234.148,,10008.0,chart,False,False,OTHER,"a = 9.1 +2-1.4,EC+B+ = 90.9 +1.4-2"
89,136,225,Ac,0,0.0,(3/2-),21637.305,,857001.6000000001,chart,False,False,ALPHA,"14C = 5.3e-10 1.3e-10,a = 100"
89,137,226,Ac,0,0.0,(1),24309.201,,105732.0,chart,False,False,B-,"EC = 17 3,a = 0.006 0.002,B- = 83 3"
89,138,227,Ac,0,0.0,3/2-,25849.515,,687087846.0,chart,False,False,B-,"B- = 98.62 0.0036,a = 1.38 0.0036"
89,139,228,Ac,0,0.0,3+,28894.654,,22140.0,chart,False,False,B-,B- = 100 
89,140,229,Ac,0,0.0,(3/2+),30689.936,,3762.0,chart,False,False,B-,B- = 100 
89,141,230,Ac,0,0.0,(1+),33838.386,,122.0,chart,False,False,B-,"B- = 100,B-f = 0.0000012 4e-7"
89,142,231,Ac,0,0.0,1/2+,35762.853,,450.0,chart,False,False,B-,B- = 100
89,143,232,Ac,0,0.0,(1+),39154.423,,119.0,chart,False,False,B-,B- = 100
89,144,233,Ac,0,0.0,(1/2+),41308.037,,143.0,chart,False,False,B-,B- = 100
89,145,234,Ac,0,0.0,(1+),44841.195,,44.0,chart,False,False,B-,B- = 100
89,146,235,Ac,0,0.0,,47357.16,,62.0,chart,False,False,B-,B- = 100
89,147,236,Ac,0,0.0,,51220.998,,72.0,chart,False,False,B-,B- = 100
90,117,207,Th,0,0.0,,,,0.01,wallet,False,False,ALPHA,a ~ 100 
90,118,208,Th,0,0.0,0+,16688.041,,0.0031,chart,False,False,ALPHA,a ~ 100 
90,119,209,Th,0,0.0,(13/2+),16395.0,,0.0025,chart,False,False,ALPHA,a ~ 100 
90,120,210,Th,0,0.0,0+,14059.521,,0.0157,chart,False,False,ALPHA,a ~ 100 
90,121,211,Th,0,0.0,(3/2-),13876.396,,0.037,chart,False,False,ALPHA,a ~ 100 
90,122,212,Th,0,0.0,0+,12110.886,,0.0317,chart,False,False,ALPHA,a ~ 100 
90,123,213,Th,0,0.0,5/2-,12120.108,,0.146,chart,False,False,ALPHA,a ~ 100 
90,124,214,Th,0,0.0,0+,10694.932,,0.1,chart,False,False,ALPHA,a = 100
90,125,215,Th,0,0.0,(1/2-),10921.434,,1.4,chart,False,False,ALPHA,a = 100
90,126,216,Th,0,0.0,0+,10298.537,,0.026,chart,False,False,ALPHA,a = 100
90,127,217,Th,0,0.0,(9/2+),12205.78,,0.000254,chart,False,False,ALPHA,a = 100
90,128,218,Th,0,0.0,0+,12366.747,,1.21e-07,chart,False,False,ALPHA,a = 100
90,129,219,Th,0,0.0,(9/2+),14462.78,,1.02e-06,chart,False,False,ALPHA,a = 100
90,130,220,Th,0,0.0,0+,14689.538,,1.01999999999e-05,chart,False,False,ALPHA,a = 100
90,131,221,Th,0,0.0,(7/2+),16939.926,,0.00173,chart,False,False,ALPHA,a = 100
90,132,222,Th,0,0.0,0+,17203.039,,0.00197,chart,False,False,ALPHA,a = 100
90,133,223,Th,0,0.0,(5/2)+,19385.402,,0.6,chart,False,False,ALPHA,a = 100
90,134,224,Th,0,0.0,0+,19995.581,,1.041,chart,False,False,ALPHA,a = 100
90,135,225,Th,0,0.0,(3/2+),22310.193,,523.2,chart,False,False,ALPHA,"a ~ 90 ,EC ~ 10 "
90,136,226,Th,0,0.0,0+,23197.649,,1841.4,chart,False,False,ALPHA,a = 100
90,137,227,Th,0,0.0,1/2+,25804.759,,1615127.04,chart,False,False,ALPHA,a = 100
90,138,228,Th,0,0.0,0+,26770.899,,60325508.16,chart,False,False,ALPHA,"20O = 1.13e-11 2.2e-12,a = 100"
90,139,229,Th,0,0.0,5/2+,29585.517,,249541722000.0,chart,False,False,ALPHA,a = 100
90,140,230,Th,0,0.0,0+,30862.512,0.02,2379443040000.0,chart,False,False,ALPHA,"24Ne = 5.8e-11 1.3e-11,a = 100"
90,141,231,Th,0,0.0,5/2+,33815.811,,91872.0,chart,False,False,B-,B- = 100
90,142,232,Th,0,0.0,0+,35446.71,99.98,4.439655659743416e+17,chart,False,False,ALPHA,"a = 100,f = 1.1e-9 4e-10"
90,143,233,Th,0,0.0,1/2+,38731.642,,1309.8,chart,False,False,B-,B- = 100
90,144,234,Th,0,0.0,0+,40612.958,,2082844.8,chart,False,False,B-,B- = 100
90,145,235,Th,0,0.0,(1/2+),44017.754,,432.0,chart,False,False,B-,B- = 100
90,146,236,Th,0,0.0,0+,46255.203,,2250.0,chart,False,False,B-,B- = 100
90,147,237,Th,0,0.0,,49955.097,,287.4,chart,False,False,B-,B- = 100
90,148,238,Th,0,0.0,0+,52525.0,,564.0,chart,False,False,B-,B- = 100
91,120,211,Pa,0,0.0,(9/2-),22052.226,,0.0038,chart,False,False,ALPHA,"p?,a ~ 100 "
91,121,212,Pa,0,0.0,(3+),21596.523,,0.005,chart,False,False,ALPHA,a ~ 100 
91,122,213,Pa,0,0.0,9/2-,19654.194,,0.0053,chart,False,False,ALPHA,a = 100
91,123,214,Pa,0,0.0,,19459.895,,0.017,chart,False,False,ALPHA,a = 100
91,124,215,Pa,0,0.0,(9/2-),17804.537,,0.014,chart,False,False,ALPHA,a = 100
91,125,216,Pa,0,0.0,,17823.799,,0.118,chart,False,False,ALPHA,a ~ 100 
91,126,217,Pa,0,0.0,(9/2-),17054.748,,0.0037,chart,False,False,ALPHA,a = 100
91,127,218,Pa,0,0.0,,18649.568,,0.0001089999999999,chart,False,False,ALPHA,a = 100
91,128,219,Pa,0,0.0,9/2-,18583.223,,5.5e-08,chart,False,False,ALPHA,a = 100
91,129,220,Pa,0,0.0,1-,20278.397,,8.9e-07,chart,False,False,ALPHA,a = 100
91,130,221,Pa,0,0.0,9/2-,20374.937,,5.9e-06,chart,False,False,ALPHA,a = 100
91,131,222,Pa,0,0.0,,22064.361,,0.00389,chart,False,False,ALPHA,a = 100
91,132,223,Pa,0,0.0,(9/2-),22337.614,,0.0053,chart,False,False,ALPHA,a = 100
91,133,224,Pa,0,0.0,(5-),23862.351,,0.85,chart,False,False,ALPHA,a = 100
91,134,225,Pa,0,0.0,,24356.64,,1.7,chart,False,False,ALPHA,a = 100
91,135,226,Pa,0,0.0,,26033.6,,108.0,chart,False,False,ALPHA,"a = 74 5,EC+B+ = 26 5"
91,136,227,Pa,0,0.0,(5/2-),26830.371,,2298.0,chart,False,False,ALPHA,"a = 85 2,EC = 15 2"
91,137,228,Pa,0,0.0,3+,28923.599,,71280.0,chart,False,False,EC_BP,"a = 1.85 0.17,EC+B+ = 98.15 0.17"
91,138,229,Pa,0,0.0,5/2+,29896.848,,133920.0,chart,False,False,EC_BP,"a = 0.51 0.04,EC = 99.49 0.04"
91,139,230,Pa,0,0.0,2-,32173.543,,1503359.9999999998,chart,False,False,EC_BP,"EC+B+ = 92.2 0.7,a = 0.0035 0.0004,B- = 7.8 0.7"
91,140,231,Pa,0,0.0,3/2-,33424.338,100.0,1033164266400.0,chart,False,False,ALPHA,"24Ne = 1.34e-9 1.7e-10,a = 100"
91,141,232,Pa,0,0.0,(2-),35946.549,,113184.0,chart,False,False,B-,B- = 100
91,142,233,Pa,0,0.0,3/2-,37489.41,,2330640.0,chart,False,False,B-,B- = 100
91,143,234,Pa,0,0.0,4+,40338.87,,24015.6,chart,False,False,B-,B- = 100
91,143,234,Pa,1,76.5,(0-),40415.37,,69.54,wallet,False,False,B-,"B- = 99.84 0.04,IT = 0.16 0.04"
