Z,N,A,element,level_index,level_energy_keV,spin_parity,mass_excess_keV,abundance,half_life_s,half_life_source,is_stable,is_resonance,dominant_mode,decay_modes_raw
30,29,59,Zn,0,0.0,3/2-,-47215.678,,0.1821,chart,False,False,EC_BP,"ECp = 0.1 0.03,EC+B+ = 100"
30,30,60,Zn,0,0.0,0+,-54174.47,,144.60000000000002,chart,False,False,EC_BP,EC+B+ = 100
30,31,61,Zn,0,0.0,3/2-,-56348.906,,88.8,chart,False,False,EC_BP,EC+B+ = 100
30,32,62,Zn,0,0.0,0+,-61168.088,,33094.8,chart,False,False,EC_BP,EC+B+ = 100
30,33,63,Zn,0,0.0,3/2-,-62213.429,,2302.8,chart,False,False,EC_BP,EC+B+ = 100
30,34,64,Zn,0,0.0,0+,-66004.018,49.17,,none,True,False,STABLE,
30,35,65,Zn,0,0.0,5/2-,-65912.024,,21075552.0,chart,False,False,EC_BP,EC+B+ = 100
30,36,66,Zn,0,0.0,0+,-68899.229,27.73,,none,True,False,STABLE,
30,37,67,Zn,0,0.0,5/2-,-67880.376,4.04,,none,True,False,STABLE,
30,38,68,Zn,0,0.0,0+,-70007.154,18.45,,none,True,False,STABLE,
30,39,69,Zn,0,0.0,1/2-,-68417.906,,3384.0,chart,False,False,B-,B- = 100
30,39,69,Zn,1,438.636,9/2+,-67979.27,,49492.799999999996,wallet,False,False,IT,"B- = 0.033 0.003,IT = 99.967 0.003"
30,40,70,Zn,0,0.0,0+,-69564.748,0.61,,none,True,False,STABLE,
30,41,71,Zn,0,0.0,1/2-,-67328.786,,145.2,chart,False,False,B-,B- = 100
30,41,71,Zn,1,157.7,9/2+,-67171.086,,14893.199999999999,wallet,False,False,B-,"B- = 100,IT = 0.05 "
30,42,72,Zn,0,0.0,0+,-68145.495,,167400.0,chart,False,False,B-,B- = 100
30,43,73,Zn,0,0.0,1/2-,-65593.411,,24.5,chart,False,False,B-,B- = 100 
30,44,74,Zn,0,0.0,0+,-65756.72,,96.0,chart,False,False,B-,B- = 100
30,45,75,Zn,0,0.0,7/2+,-62558.916,,10.2,chart,False,False,B-,B- = 100
30,46,76,Zn,0,0.0,0+,-62303.024,,5.3,chart,False,False,B-,B- = 100
30,47,77,Zn,0,0.0,7/2+,-58789.203,,2.09,chart,False,False,B-,B- = 100
30,47,77,Zn,1,772.44,1/2-,-58016.763,,1.05,wallet,False,False,B-,"B- = 66 7,IT = 34 7"
30,48,78,Zn,0,0.0,0+,-57483.242,,1.47,chart,False,False,B-,"B- = 100,B-n = 55 "
30,49,79,Zn,0,0.0,9/2+,-53432.302,,0.746,chart,False,False,B-,"B- = 100,B-n = 1.8 0.5"
30,49,79,Zn,1,1100.0,1/2+,-52332.302,,0.2,wallet,False,False,B-,"B-?,IT?"
30,50,80,Zn,0,0.0,0+,-51648.619,,0.5619,chart,False,False,B-,"B- = 100 ,B-n = 1.36 0.12"
30,51,81,Zn,0,0.0,(5/2+),-46199.669,,0.2994,chart,False,False,B-,"B-n = 22 5,B-2n?,B- = 100"
30,52,82,Zn,0,0.0,0+,-42313.96,,0.1777,chart,False,False,B-,"B-n = 69 7,B-2n?,B- = 100"
30,53,83,Zn,0,0.0,,-36290.0,,0.119,chart,False,False,B-,"B-n ~ 71 ,B-2n?,B- = 100"
30,54,84,Zn,0,0.0,0+,-31830.0,,0.0536,chart,False,False,B-,"B-n = 73 26,B-2n?,B- = 100"
30,55,85,Zn,0,0.0,,-25100.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100"
31,28,59,Ga,0,0.0,,-33760.0,,4.3e-08,chart,False,False,OTHER,p?
31,29,60,Ga,0,0.0,(2+),-39590.0,,0.0694,chart,False,False,EC_BP,"ECa = 0.023 ,EC+B+ = 100,ECp = 1.6 0.7"
31,30,61,Ga,0,0.0,3/2-,-47134.662,,0.166,chart,False,False,EC_BP,"ECp = 0.25 ,EC+B+ = 100"
31,31,62,Ga,0,0.0,0+,-51987.022,,0.116123,chart,False,False,EC_BP,EC+B+ = 100
31,32,63,Ga,0,0.0,3/2-,-56547.1,,32.1,chart,False,False,EC_BP,EC+B+ = 100
31,33,64,Ga,0,0.0,0+,-58832.827,,157.61999999999998,chart,False,False,EC_BP,EC+B+ = 100
31,34,65,Ga,0,0.0,3/2-,-62657.486,,908.04,chart,False,False,EC_BP,EC+B+ = 100
31,35,66,Ga,0,0.0,0+,-63723.729,,33494.4,chart,False,False,EC_BP,EC+B+ = 100
31,36,67,Ga,0,0.0,3/2-,-66879.156,,281793.6,chart,False,False,EC_BP,EC = 100
31,37,68,Ga,0,0.0,1+,-67086.054,,4070.58,chart,False,False,EC_BP,EC+B+ = 100
31,38,69,Ga,0,0.0,3/2-,-69327.82,60.108,,none,True,False,STABLE,
31,39,70,Ga,0,0.0,1+,-68910.15,,1268.4,chart,False,False,B-,"B- = 99.59 0.05,EC = 0.41 0.05"
31,40,71,Ga,0,0.0,3/2-,-70139.127,39.892,,none,True,False,STABLE,
31,41,72,Ga,0,0.0,3-,-68588.284,,50490.0,chart,False,False,B-,B- = 100
31,42,73,Ga,0,0.0,1/2-,-69699.343,,17532.0,chart,False,False,B-,B- = 100
31,43,74,Ga,0,0.0,(3-),-68049.626,,486.0,chart,False,False,B-,B- = 100
31,43,74,Ga,1,59.571,(0+),-67990.05500000001,,9.5,wallet,False,False,IT,"B- = 25 25,IT = 75 25"
31,44,75,Ga,0,0.0,3/2-,-68460.639,,126.0,chart,False,False,B-,B- = 100
31,45,76,Ga,0,0.0,2(-),-66296.648,,31.0,chart,False,False,B-,B- = 100
31,46,77,Ga,0,0.0,3/2(-),-65992.352,,13.2,chart,False,False,B-,B- = 100
31,47,78,Ga,0,0.0,2(-),-63704.085,,5.09,chart,False,False,B-,B- = 100
31,48,79,Ga,0,0.0,3/2(-),-62548.355,,2.848,chart,False,False,B-,"B- = 100,B-n = 0.089 0.017"
31,49,80,Ga,0,0.0,6-,-59223.675,,1.9,chart,False,False,B-,"B- = 100,B-n = 0.86 0.07"
31,49,80,Ga,1,22.45,3-,-59201.225000000006,,1.3,wallet,False,False,B-,"B- = 100,B-n?"
31,50,81,Ga,0,0.0,5/2-,-57627.962,,1.217,chart,False,False,B-,"B- = 100,B-n = 12.7 0.6"
31,51,82,Ga,0,0.0,(2-),-52930.725,,0.6,chart,False,False,B-,"B-n = 20.6 0.7,B-2n?,B- = 100"
31,52,83,Ga,0,0.0,,-49257.129,,0.31,chart,False,False,B-,"B-n = 67.9 7.2,B-2n?,B- = 100"
31,53,84,Ga,0,0.0,(0-),-44094.136,,0.0975999999999999,chart,False,False,B-,"B-n = 43 3,B-2n = 1.6 0.2,B- = 100"
31,54,85,Ga,0,0.0,(5/2-),-39744.059,,0.0950999999999999,chart,False,False,B-,"B-n = 77 9,B-2n = 1.3 0.2,B- = 100"
31,55,86,Ga,0,0.0,,-33760.0,,0.049,chart,False,False,B-,"B-n = 67 7,B-2n = 16.2 1.1,B- = 100"
31,56,87,Ga,0,0.0,,-28870.0,,0.029,chart,False,False,B-,"B-n = 81 12,B-2n = 10.2 2.8,B- = 100"
32,27,59,Ge,0,0.0,,-16370.0,,0.0133,chart,False,False,EC_BP,"2p = 0.2 ,EC+B+ = 100,ECp = 93 7"
32,28,60,Ge,0,0.0,0+,-27530.0,,0.025,chart,False,False,EC_BP,"EC2p = 14 ,EC+B+ = 100,ECp = 67 3"
32,29,61,Ge,0,0.0,(3/2-),-33790.0,,0.0407,chart,False,False,EC_BP,"ECp = 87 3,EC+B+ = 100"
32,30,62,Ge,0,0.0,0+,-42140.0,,0.0735,chart,False,False,EC_BP,"ECp?,EC+B+ = 100"
32,31,63,Ge,0,0.0,,-46921.221,,0.1533,chart,False,False,EC_BP,"ECp?,EC+B+ = 100"
32,32,64,Ge,0,0.0,0+,-54315.503,,63.7,chart,False,False,EC_BP,"ECp?,EC+B+ = 100"
32,33,65,Ge,0,0.0,3/2-,-56478.223,,30.8,chart,False,False,EC_BP,"ECp = 0.011 0.003,EC+B+ = 100"
32,34,66,Ge,0,0.0,0+,-61607.041,,8135.999999999999,chart,False,False,EC_BP,EC+B+ = 100
32,35,67,Ge,0,0.0,1/2-,-62673.718,,1134.0,chart,False,False,EC_BP,EC+B+ = 100
32,36,68,Ge,0,0.0,0+,-66978.799,,23417856.0,chart,False,False,EC_BP,EC = 100
32,37,69,Ge,0,0.0,5/2-,-67100.674,,140040.0,chart,False,False,EC_BP,EC+B+ = 100
32,38,70,Ge,0,0.0,0+,-70562.036,20.52,,none,True,False,STABLE,
32,39,71,Ge,0,0.0,1/2-,-69906.657,,986688.0,chart,False,False,EC_BP,EC = 100
32,40,72,Ge,0,0.0,0+,-72585.91,27.45,,none,True,False,STABLE,
32,41,73,Ge,0,0.0,9/2+,-71297.532,7.76,,none,True,False,STABLE,
32,41,73,Ge,1,66.725,1/2-,-71230.807,,0.449,wallet,False,False,IT,IT = 100
32,42,74,Ge,0,0.0,0+,-73422.451,36.52,,none,True,False,STABLE,
32,43,75,Ge,0,0.0,1/2-,-71856.973,,4966.8,chart,False,False,B-,B- = 100
32,43,75,Ge,1,139.69,7/2+,-71717.283,,48.1,wallet,False,False,IT,"B- = 0.03 0.006,IT = 99.97 0.006"
32,44,76,Ge,0,0.0,0+,-73212.898,7.75,5.9643864e+28,chart,False,False,OTHER,2B- = 100
32,45,77,Ge,0,0.0,7/2+,-71212.87,,40359.6,chart,False,False,B-,B- = 100
32,45,77,Ge,1,159.71,1/2-,-71053.15999999999,,53.7,wallet,False,False,B-,"B- = 81 2,IT = 19 2"
32,46,78,Ge,0,0.0,0+,-71862.058,,5220.0,chart,False,False,B-,B- = 100
32,47,79,Ge,0,0.0,(1/2)-,-69527.18,,18.97,chart,False,False,B-,B- = 100
32,47,79,Ge,1,185.95,(7/2+),-69341.23,,39.7,wallet,False,False,B-,"B- = 96 1,IT = 4 1"
32,48,80,Ge,0,0.0,0+,-69535.314,,29.5,chart,False,False,B-,B- = 100 
32,49,81,Ge,0,0.0,(9/2+),-66291.695,,6.4,chart,False,False,B-,B- = 100 
32,49,81,Ge,1,679.14,(1/2+),-65612.55500000001,,8.6,wallet,False,False,B-,B- = 100 
32,50,82,Ge,0,0.0,0+,-65415.075,,4.48,chart,False,False,B-,B- = 100 
32,51,83,Ge,0,0.0,(5/2+),-60976.442,,1.85,chart,False,False,B-,"B- = 100,B-n?"
32,52,84,Ge,0,0.0,0+,-58148.435,,0.952,chart,False,False,B-,"B- = 100,B-n = 10.6 0.6"
32,53,85,Ge,0,0.0,"(3/2+),(5/2+)",-53123.427,,0.514,chart,False,False,B-,"B-n = 16.2 1.5,B-2n?,B- = 100"
32,54,86,Ge,0,0.0,0+,-49399.927,,0.226,chart,False,False,B-,"B- = 100,B-n = 45 15"
32,55,87,Ge,0,0.0,,-43590.0,,0.103,chart,False,False,B-,"B-n?,B-2n?,B- = 100"
32,56,88,Ge,0,0.0,0+,-39520.0,,0.061,chart,False,False,B-,"B-n?,B-2n?,B- = 100"
32,57,89,Ge,0,0.0,,-33040.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100"
32,58,90,Ge,0,0.0,0+,-28470.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100"
33,30,63,As,0,0.0,,-33500.0,,4.3e-08,chart,False,False,OTHER,p?
33,31,64,As,0,0.0,,-39532.0,,0.0692,chart,False,False,EC_BP,"ECp?,EC+B+ = 100"
33,32,65,As,0,0.0,,-46937.056,,0.1303,chart,False,False,EC_BP,"ECp?,EC+B+ = 100"
33,33,66,As,0,0.0,(0+),-52025.084,,0.09577,chart,False,False,EC_BP,"ECp?,EC+B+ = 100"
33,34,67,As,0,0.0,(5/2-),-56587.232,,42.5,chart,False,False,EC_BP,EC+B+ = 100
33,35,68,As,0,0.0,3+,-58894.527,,151.6,chart,False,False,EC_BP,EC+B+ = 100
33,36,69,As,0,0.0,5/2-,-63112.181,,912.0,chart,False,False,EC_BP,EC+B+ = 100
33,37,70,As,0,0.0,4+,-64333.973,,3156.0,chart,False,False,EC_BP,EC+B+ = 100
33,38,71,As,0,0.0,5/2-,-67893.257,,235080.0,chart,False,False,EC_BP,EC+B+ = 100
33,39,72,As,0,0.0,2-,-68229.808,,93600.0,chart,False,False,EC_BP,EC+B+ = 100
33,40,73,As,0,0.0,3/2-,-70952.757,,6937920.0,chart,False,False,EC_BP,EC = 100
33,41,74,As,0,0.0,2-,-70860.064,,1536192.0,chart,False,False,EC_BP,"B- = 34 2,EC+B+ = 66 2"
33,42,75,As,0,0.0,3/2-,-73034.203,100.0,,none,True,False,STABLE,
33,43,76,As,0,0.0,2-,-72291.384,,94464.0,chart,False,False,B-,B- = 100
33,44,77,As,0,0.0,3/2-,-73916.334,,139644.0,chart,False,False,B-,B- = 100
33,45,78,As,0,0.0,2-,-72816.97,,5442.0,chart,False,False,B-,B- = 100 
33,46,79,As,0,0.0,3/2-,-73636.081,,540.6,chart,False,False,B-,B- = 100
33,47,80,As,0,0.0,1+,-72214.601,,15.2,chart,False,False,B-,B- = 100 
33,48,81,As,0,0.0,3/2-,-72533.314,,33.3,chart,False,False,B-,B- = 100 
33,49,82,As,0,0.0,(2-),-70105.427,,19.1,chart,False,False,B-,B- = 100 
33,49,82,As,1,131.6,(5-),-69973.82699999999,,13.6,wallet,False,False,B-,B- = 100 
33,50,83,As,0,0.0,(5/2-),-69669.331,,14.1,chart,False,False,B-,B- = 100 
33,51,84,As,0,0.0,(2-),-65853.568,,3.16,chart,False,False,B-,"B- = 100,B-n = 0.28 0.04"
33,52,85,As,0,0.0,(5/2-),-63189.152,,2.023,chart,False,False,B-,"B- = 100,B-n = 62.2 1.6"
33,53,86,As,0,0.0,"(1-),(2-)",-58962.15,,0.944,chart,False,False,B-,"B-n = 35.5 0.6,B-2n?,B- = 100"
33,54,87,As,0,0.0,"(3/2-),(5/2-)",-55617.914,,0.484,chart,False,False,B-,"B-n = 15.4 2.2,B-2n?,B- = 100"
33,55,88,As,0,0.0,,-50450.0,,0.2,chart,False,False,B-,"B-n?,B-2n?,B- = 100"
33,56,89,As,0,0.0,,-46530.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100"
33,57,90,As,0,0.0,,-40990.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100"
33,58,91,As,0,0.0,,-36500.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100"
33,59,92,As,0,0.0,,-30380.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100 "
34,29,63,Se,0,0.0,,-16850.0,,0.0132,chart,False,False,EC_BP,"2p = 0.5 ,EC+B+ ~ 100 ,ECp = 89 11"
34,30,64,Se,0,0.0,0+,-26860.0,,0.0226,chart,False,False,EC_BP,"ECp?,EC+B+ = 100"
34,31,65,Se,0,0.0,(3/2-),-33020.0,,0.0342,chart,False,False,EC_BP,"ECp = 88 +12-13,EC+B+ = 100"
34,32,66,Se,0,0.0,0+,-41660.0,,0.051,chart,False,False,EC_BP,"ECp?,EC+B+ = 100"
34,33,67,Se,0,0.0,,-46580.294,,0.133,chart,False,False,EC_BP,"ECp = 0.5 0.1,EC+B+ = 100"
34,34,68,Se,0,0.0,0+,-54189.449,,35.5,chart,False,False,EC_BP,EC+B+ = 100
34,35,69,Se,0,0.0,1/2-,-56434.714,,27.4,chart,False,False,EC_BP,"ECp = 0.052 0.008,EC+B+ = 100"
34,36,70,Se,0,0.0,0+,-61929.9,,2466.0,chart,False,False,EC_BP,EC+B+ = 100
34,37,71,Se,0,0.0,(5/2-),-63146.515,,286.8,chart,False,False,EC_BP,EC+B+ = 100
34,38,72,Se,0,0.0,0+,-67868.189,,725760.0,chart,False,False,EC_BP,EC = 100
34,39,73,Se,0,0.0,9/2+,-68227.396,,25848.0,chart,False,False,EC_BP,EC+B+ = 100
34,39,73,Se,1,25.71,3/2-,-68201.68599999999,,2388.0,wallet,False,False,IT,"IT = 72.6 0.3,EC+B+ = 27.4 0.3"
34,40,74,Se,0,0.0,0+,-72213.21,0.86,,none,True,False,STABLE,
34,41,75,Se,0,0.0,5/2+,-72169.489,,10348905.6,chart,False,False,EC_BP,EC = 100
34,42,76,Se,0,0.0,0+,-75251.959,9.23,,none,True,False,STABLE,
34,43,77,Se,0,0.0,1/2-,-74599.497,7.6,,none,True,False,STABLE,
34,43,77,Se,1,161.9223,7/2+,-74437.5747,,17.38,wallet,False,False,IT,IT = 100
34,44,78,Se,0,0.0,0+,-77025.952,23.69,,none,True,False,STABLE,
34,45,79,Se,0,0.0,7/2+,-75917.466,,10329843880800.0,chart,False,False,B-,B- = 100
34,45,79,Se,1,95.77,1/2-,-75821.696,,235.2,wallet,False,False,IT,"B- = 0.056 0.011,IT = 99.944 0.011"
34,46,80,Se,0,0.0,0+,-77759.487,49.8,,none,True,False,STABLE,
34,47,81,Se,0,0.0,1/2-,-76389.019,,1110.0,chart,False,False,B-,B- = 100 
34,47,81,Se,1,103.0,7/2+,-76286.019,,3436.8,wallet,False,False,IT,"B- = 0.051 0.014,IT = 99.949 0.014"
34,48,82,Se,0,0.0,0+,-77593.895,8.82,2.7665798252107494e+27,chart,False,False,OTHER,2B- = 100 
34,49,83,Se,0,0.0,9/2+,-75340.543,,1335.0,chart,False,False,B-,B- = 100 
34,49,83,Se,1,228.92,1/2-,-75111.623,,70.2,wallet,False,False,B-,B- = 100 
34,50,84,Se,0,0.0,0+,-75947.731,,198.0,chart,False,False,B-,B- = 100 
34,51,85,Se,0,0.0,(5/2)+,-72413.645,,32.9,chart,False,False,B-,B- = 100 
34,52,86,Se,0,0.0,0+,-70503.175,,14.3,chart,False,False,B-,B- = 100
34,53,87,Se,0,0.0,(3/2+),-66426.133,,5.51,chart,False,False,B-,"B- = 100,B-n = 0.36 0.08"
34,54,88,Se,0,0.0,0+,-63884.203,,1.51,chart,False,False,B-,"B- = 100,B-n = 0.99 0.1"
34,55,89,Se,0,0.0,(3/2)+,-58992.398,,0.41,chart,False,False,B-,"B- = 100,B-n = 6.7 1.6"
34,56,90,Se,0,0.0,0+,-55800.223,,0.195,chart,False,False,B-,"B- = 100,B-n?"
34,57,91,Se,0,0.0,,-50580.13,,0.27,chart,False,False,B-,"B-n = 21 10,B-2n?,B- = 100"
34,58,92,Se,0,0.0,0+,-46724.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100 "
34,59,93,Se,0,0.0,,-40860.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100 "
34,60,94,Se,0,0.0,0+,-36803.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100 "
34,61,95,Se,0,0.0,,-30460.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100"
35,33,68,Br,0,0.0,,-38791.0,,3.5e-08,chart,False,False,OTHER,p?
35,34,69,Br,0,0.0,(5/2-),-46259.478,,2.4000000000000003e-08,chart,False,False,OTHER,p = 100
35,35,70,Br,0,0.0,0+,-51425.627,,0.0788799999999999,chart,False,False,EC_BP,"ECp?,EC+B+ = 100"
35,35,70,Br,1,2292.3,9+,-49133.327,,2.162,wallet,False,False,EC_BP,"ECp?,EC+B+ = 100"
35,36,71,Br,0,0.0,(5/2-),-56502.426,,21.4,chart,False,False,EC_BP,EC+B+ = 100
35,37,72,Br,0,0.0,1+,-59061.75,,78.6,chart,False,False,EC_BP,EC+B+ = 100
35,37,72,Br,1,101.2,3-,-58960.55,,10.3,wallet,False,False,IT,"IT ~ 100 ,EC+B+?"
35,38,73,Br,0,0.0,1/2-,-63645.787,,204.0,chart,False,False,EC_BP,EC+B+ = 100
35,39,74,Br,0,0.0,(0-),-65288.161,,1524.0,chart,False,False,EC_BP,EC+B+ = 100 
35,39,74,Br,1,13.58,4(+),-65274.581,,2640.0,wallet,False,False,EC_BP,EC+B+ = 100
35,40,75,Br,0,0.0,3/2-,-69107.02,,5802.0,chart,False,False,EC_BP,EC+B+ = 100
35,41,76,Br,0,0.0,1-,-70289.078,,58176.0,chart,False,False,EC_BP,EC+B+ = 100
35,41,76,Br,1,102.58,4+,-70186.49799999999,,1.4,wallet,False,False,IT,"IT = 99.4 ,EC+B+ = 0.6 "
35,42,77,Br,0,0.0,3/2-,-73234.818,,205344.0,chart,False,False,EC_BP,EC+B+ = 100
35,42,77,Br,1,105.86,9/2+,-73128.958,,255.0,wallet,False,False,IT,IT = 100
35,43,78,Br,0,0.0,1+,-73452.168,,387.0,chart,False,False,EC_BP,"B- = 0.01 ,EC+B+ = 99.99 "
35,44,79,Br,0,0.0,3/2-,-76068.067,50.65,,none,True,False,STABLE,
35,44,79,Br,1,207.61,9/2+,-75860.457,,4.85,wallet,False,False,IT,IT = 100
35,45,80,Br,0,0.0,1+,-75889.025,,1060.8,chart,False,False,B-,"B- = 91.7 0.2,EC+B+ = 8.3 0.2"
35,45,80,Br,1,85.843,5-,-75803.182,,15913.439999999999,wallet,False,False,IT,IT = 100 
35,46,81,Br,0,0.0,3/2-,-77977.051,49.35,,none,True,False,STABLE,
35,47,82,Br,0,0.0,5-,-77498.677,,127022.4,chart,False,False,B-,B- = 100 
35,47,82,Br,1,45.9492,2-,-77452.7278,,367.8,wallet,False,False,IT,"B- = 2.4 0.3,IT = 97.6 0.3"
35,48,83,Br,0,0.0,3/2-,-79013.721,,8546.4,chart,False,False,B-,B- = 100 
35,49,84,Br,0,0.0,2-,-77783.094,,1905.6,chart,False,False,B-,B- = 100 
35,49,84,Br,1,320.0,(6)-,-77463.094,,360.0,wallet,False,False,B-,B- = 100 
35,50,85,Br,0,0.0,3/2-,-78575.478,,176.4,chart,False,False,B-,B- = 100 
35,51,86,Br,0,0.0,1-,-75632.261,,55.1,chart,False,False,B-,B- = 100 
35,52,87,Br,0,0.0,5/2-,-73891.685,,55.68,chart,False,False,B-,"B- = 100,B-n = 2.6 0.04"
35,53,88,Br,0,0.0,(1-),-70715.967,,16.34,chart,False,False,B-,"B- = 100,B-n = 6.62 0.2"
35,54,89,Br,0,0.0,(5/2-),-68274.271,,4.348,chart,False,False,B-,"B- = 100 ,B-n = 13.5 0.5"
35,55,90,Br,0,0.0,,-64000.306,,1.91,chart,False,False,B-,"B- = 100,B-n = 25.3 0.9"
35,56,91,Br,0,0.0,,-61107.301,,0.544,chart,False,False,B-,"B- = 100,B-n = 29.8 0.8"
35,57,92,Br,0,0.0,,-56232.812,,0.344,chart,False,False,B-,"B-n = 33.1 2.5,B-2n?,B- = 100 "
35,58,93,Br,0,0.0,,-52890.235,,0.152,chart,False,False,B-,"B-n = 64 7,B-2n?,B- = 100 "
35,59,94,Br,0,0.0,,-47650.0,,0.07,chart,False,False,B-,"B-n = 30 10,B-2n?,B- = 100 "
35,60,95,Br,0,0.0,,-43850.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100"
35,61,96,Br,0,0.0,,-38210.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100"
35,62,97,Br,0,0.0,,-34000.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100 "
35,63,98,Br,0,0.0,,-28050.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100"
35,66,101,Br,0,0.0,,,,,none,False,False,B-,"B-n?,B-2n?,B- = 100"
36,31,67,Kr,0,0.0,,-15552.0,,0.0074,chart,False,False,OTHER,"EC+B+?,2p = 37 14"
36,32,68,Kr,0,0.0,0+,-25626.0,,0.0216,chart,False,False,EC_BP,"ECp = 89 +11-10,EC+B+ = 100"
36,33,69,Kr,0,0.0,(5/2-),-32140.0,,0.0278999999999999,chart,False,False,EC_BP,"ECp = 95 +5-6,EC+B+ = 100"
36,34,70,Kr,0,0.0,0+,-41100.0,,0.04519,chart,False,False,EC_BP,"ECp = 0.545 0.023,EC+B+ = 100"
36,35,71,Kr,0,0.0,(5/2-),-46327.211,,0.095,chart,False,False,EC_BP,"ECp = 3.06 0.27,EC+B+ = 100"
36,36,72,Kr,0,0.0,0+,-53940.582,,17.1,chart,False,False,EC_BP,EC+B+ = 100
36,37,73,Kr,0,0.0,(3/2)-,-56551.758,,27.3,chart,False,False,EC_BP,"ECp = 0.25 0.03,EC+B+ = 100"
36,38,74,Kr,0,0.0,0+,-62331.844,,690.0,chart,False,False,EC_BP,EC+B+ = 100
36,39,75,Kr,0,0.0,5/2+,-64323.632,,273.0,chart,False,False,EC_BP,EC+B+ = 100
36,40,76,Kr,0,0.0,0+,-69013.706,,53280.0,chart,False,False,EC_BP,EC+B+ = 100
36,41,77,Kr,0,0.0,5/2+,-70169.451,,4275.0,chart,False,False,EC_BP,EC+B+ = 100
36,42,78,Kr,0,0.0,0+,-74178.283,0.355,,none,True,False,STABLE,
36,43,79,Kr,0,0.0,1/2-,-74442.29,,125856.0,chart,False,False,EC_BP,EC+B+ = 100
36,43,79,Kr,1,129.77,7/2+,-74312.51999999999,,50.0,wallet,False,False,IT,IT = 100
36,44,80,Kr,0,0.0,0+,-77893.455,2.286,,none,True,False,STABLE,
36,45,81,Kr,0,0.0,7/2+,-77696.199,,7226690400000.0,chart,False,False,EC_BP,EC = 100 
36,45,81,Kr,1,190.64,1/2-,-77505.559,,13.21,wallet,False,False,IT,"IT = 99.99753 0.00037,EC = 0.00247 0.00037"
36,46,82,Kr,0,0.0,0+,-80591.79509,11.593,,none,True,False,STABLE,
36,47,83,Kr,0,0.0,9/2+,-79990.643,11.5,,none,True,False,STABLE,
36,47,83,Kr,1,41.5575,1/2-,-79949.0855,,6588.0,wallet,False,False,IT,IT = 100 
36,48,84,Kr,0,0.0,0+,-82439.34527,56.987,,none,True,False,STABLE,
36,49,85,Kr,0,0.0,9/2+,-81480.341,,338613048.0,chart,False,False,B-,B- = 100 
36,49,85,Kr,1,304.871,1/2-,-81175.47,,16128.000000000002,wallet,False,False,B-,"B- = 78.8 0.5,IT = 21.2 0.5"
36,50,86,Kr,0,0.0,0+,-83265.67593,17.279,,none,True,False,STABLE,
36,51,87,Kr,0,0.0,5/2+,-80709.531,,4565.400000000001,chart,False,False,B-,B- = 100 
36,52,88,Kr,0,0.0,0+,-79691.295,,10090.8,chart,False,False,B-,B- = 100 
36,53,89,Kr,0,0.0,3/2(+),-76535.795,,188.82,chart,False,False,B-,B- = 100 
36,54,90,Kr,0,0.0,0+,-74959.259,,32.32,chart,False,False,B-,B- = 100 
36,55,91,Kr,0,0.0,5/2(+),-70973.974,,8.57,chart,False,False,B-,"B- = 100 ,B-n?"
36,56,92,Kr,0,0.0,0+,-68769.329,,1.841,chart,False,False,B-,"B- = 100 ,B-n = 0.0332 0.0025"
36,57,93,Kr,0,0.0,1/2+,-64136.002,,1.284,chart,False,False,B-,"B- = 100 ,B-n = 2 0.2"
36,58,94,Kr,0,0.0,0+,-61347.78,,0.212,chart,False,False,B-,"B- = 100 ,B-n = 1.11 0.07"
36,59,95,Kr,0,0.0,1/2(+),-56158.92,,0.114,chart,False,False,B-,"B-n = 2.87 0.18,B-2n?,B- = 100 "
36,60,96,Kr,0,0.0,0+,-53081.682,,0.08,chart,False,False,B-,"B- = 100 ,B-n = 3.7 0.4"
36,61,97,Kr,0,0.0,,-47423.499,,0.062,chart,False,False,B-,"B-n = 6.7 0.6,B-2n?,B- = 100 "
36,62,98,Kr,0,0.0,0+,-44120.0,,0.043,chart,False,False,B-,"B-n = 7 1,B-2n?,B- = 100 "
36,63,99,Kr,0,0.0,,-38400.0,,0.013,chart,False,False,B-,"B-n = 11 7,B-2n?,B- = 100"
36,64,100,Kr,0,0.0,0+,-34470.0,,0.007,chart,False,False,B-,"B-n?,B-2n?,B- = 100 "
36,65,101,Kr,0,0.0,,-28580.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100"
36,66,102,Kr,0,0.0,0+,,,,none,False,False,B-,"B-n?,B-2n?,B- = 100"
37,35,72,Rb,0,0.0,,-38330.0,,1.0300000000000001e-07,chart,False,False,OTHER,p?
