Z,N,A,element,name,spin_parity,mass_excess_keV,abundance,half_life_s,half_life_source,is_stable,is_resonance,dominant_mode,decay_modes_raw,N_over_Z
81,95,176,Tl,176Tl,"(3-),(4-),(5-)",584.728,,0.0052,chart,False,False,OTHER,p ~ 100 ,1.1728395061728396
81,96,177,Tl,177Tl,(1/2+),-3340.103,,0.018,chart,False,False,ALPHA,"p = 27 13,a = 100",1.1851851851851851
81,97,178,Tl,178Tl,"(4-),(5-)",-4613.0,,0.254,chart,False,False,ALPHA,"ECf = 0.15 0.06,EC+B+ = 38 2,a = 62 2",1.1975308641975309
81,98,179,Tl,179Tl,1/2+,-8269.632,,0.426,chart,False,False,ALPHA,"a = 60 2,EC+B+ = 40 2",1.2098765432098766
81,99,180,Tl,180Tl,(4-),-9390.438,,1.09,chart,False,False,EC_BP,"ECf = 0.0032 0.0002,EC+B+ = 94 4,a = 6 4",1.2222222222222223
81,100,181,Tl,181Tl,1/2+,-12798.749,,2.9,chart,False,False,EC_BP,"a = 8.6 0.6,EC+B+ = 91.4 0.6",1.2345679012345678
81,101,182,Tl,182Tl,(4-),-13327.213,,1.9,chart,False,False,EC_BP,"a = 0.5 ,EC+B+ = 99.5 ",1.2469135802469136
81,102,183,Tl,183Tl,1/2+,-16587.261,,6.9,chart,False,False,ALPHA,"a?,EC+B+ = 0 ",1.2592592592592593
81,103,184,Tl,184Tl,(2-),-16883.355,,9.5,chart,False,False,EC_BP,"a = 1.22 0.3,EC+B+ = 98.78 0.3",1.271604938271605
81,104,185,Tl,185Tl,1/2+,-19757.745,,19.5,chart,False,False,EC_BP,EC+B+ ~ 100 ,1.2839506172839505
81,105,186,Tl,186Tl,(2-),-19882.94,,3.4,chart,False,False,EC_BP,"a = 0 ,EC+B+?",1.2962962962962963
81,106,187,Tl,187Tl,(1/2+),-22444.592,,51.0,chart,False,False,EC_BP,EC+B+ = 100,1.308641975308642
81,107,188,Tl,188Tl,(2-),-22336.403,,71.0,chart,False,False,EC_BP,EC+B+ = 100 ,1.3209876543209877
81,108,189,Tl,189Tl,(1/2+),-24616.105,,138.0,chart,False,False,EC_BP,EC+B+ = 100 ,1.3333333333333333
81,109,190,Tl,190Tl,2-,-24366.236,,168.0,chart,False,False,EC_BP,EC+B+ = 100 ,1.345679012345679
81,110,191,Tl,191Tl,(1/2+),-26282.951,,318.0,chart,False,False,EC_BP,EC+B+?,1.3580246913580247
81,111,192,Tl,192Tl,2-,-25872.249,,576.0,chart,False,False,EC_BP,EC+B+ = 100 ,1.3703703703703705
81,112,193,Tl,193Tl,1/2(+),-27477.218,,1296.0,chart,False,False,EC_BP,EC+B+ = 100 ,1.382716049382716
81,113,194,Tl,194Tl,2-,-26937.498,,1998.0,chart,False,False,EC_BP,EC+B+ = 100 ,1.3950617283950617
81,114,195,Tl,195Tl,1/2+,-28155.292,,4140.0,chart,False,False,EC_BP,EC+B+ = 100 ,1.4074074074074074
81,115,196,Tl,196Tl,2-,-27496.598,,6624.0,chart,False,False,EC_BP,EC+B+ = 100 ,1.4197530864197532
81,116,197,Tl,197Tl,1/2+,-28354.222,,10188.0,chart,False,False,EC_BP,EC+B+ = 100,1.4320987654320987
81,117,198,Tl,198Tl,2-,-27528.753,,19080.0,chart,False,False,EC_BP,EC+B+ = 100 ,1.4444444444444444
81,118,199,Tl,199Tl,1/2+,-28059.397,,26712.0,chart,False,False,EC_BP,EC+B+ = 100 ,1.4567901234567902
81,119,200,Tl,200Tl,2-,-27047.227,,93960.0,chart,False,False,EC_BP,EC+B+ = 100 ,1.4691358024691359
81,120,201,Tl,201Tl,1/2+,-27180.778,,262837.44,chart,False,False,EC_BP,EC = 100 ,1.4814814814814814
81,121,202,Tl,202Tl,2-,-25980.419,,1077459.84,chart,False,False,EC_BP,EC = 100,1.4938271604938271
81,122,203,Tl,203Tl,1/2+,-25761.309,29.515,,none,True,False,STABLE,,1.5061728395061729
81,123,204,Tl,204Tl,2-,-24346.07,,119391868.08,chart,False,False,B-,"B- = 97.08 0.07,EC+B+ = 2.92 0.07",1.5185185185185186
81,124,205,Tl,205Tl,1/2+,-23820.802,70.485,,none,True,False,STABLE,,1.5308641975308641
81,125,206,Tl,206Tl,0-,-22253.293,,252.12,chart,False,False,B-,B- = 100,1.5432098765432098
81,126,207,Tl,207Tl,1/2+,-21034.436,,286.2,chart,False,False,B-,B- = 100,1.5555555555555556
81,127,208,Tl,208Tl,5+,-16750.121,,183.18,chart,False,False,B-,B- = 100 ,1.5679012345679013
81,128,209,Tl,209Tl,1/2+,-13644.793,,129.72,chart,False,False,B-,B- = 100,1.5802469135802468
81,129,210,Tl,210Tl,(5+),-9246.996,,78.0,chart,False,False,B-,"B- = 100,B-n = 0.007 +0.007-0.004",1.5925925925925926
81,130,211,Tl,211Tl,(1/2+),-6077.999,,79.6,chart,False,False,B-,"B- = 100,B-n = 2.2 2.2",1.6049382716049383
81,131,212,Tl,212Tl,(5+),-1551.0,,30.9,chart,False,False,B-,"B- = 100,B-n = 1.8 1.8",1.617283950617284
81,132,213,Tl,213Tl,(1/2+),1783.811,,23.8,chart,False,False,B-,"B- = 100,B-n = 7.6 3.4",1.6296296296296295
81,133,214,Tl,214Tl,,6465.0,,11.0,chart,False,False,B-,"B- = 100,B-n = 34 12",1.6419753086419753
81,134,215,Tl,215Tl,,10030.0,,9.7,chart,False,False,B-,"B- = 100,B-n = 4.6 4.6",1.654320987654321
81,135,216,Tl,216Tl,,14870.0,,5.9,chart,False,False,B-,"B- = 100,B-n = 11.5 ",1.6666666666666667
81,136,217,Tl,217Tl,,18660.0,,,none,False,False,B-,"B- = 100 ,B-n?",1.6790123456790123
82,96,178,Pb,178Pb,0+,3573.371,,0.0002,chart,False,False,ALPHA,a ~ 100 ,1.170731707317073
82,97,179,Pb,179Pb,(9/2-),2051.608,,0.0027,chart,False,False,ALPHA,a ~ 100 ,1.1829268292682926
82,98,180,Pb,180Pb,0+,-1941.069,,0.0040999999999999,chart,False,False,ALPHA,a ~ 100 ,1.1951219512195121
82,99,181,Pb,181Pb,(9/2-),-3110.631,,0.036,chart,False,False,ALPHA,a ~ 100 ,1.2073170731707317
82,100,182,Pb,182Pb,0+,-6824.556,,0.055,chart,False,False,ALPHA,a ~ 100 ,1.2195121951219512
82,101,183,Pb,183Pb,3/2-,-7580.008,,0.535,chart,False,False,ALPHA,a ~ 100 ,1.2317073170731707
82,102,184,Pb,184Pb,0+,-11051.586,,0.49,chart,False,False,ALPHA,"a = 80 15,EC+B+ = 20 15",1.2439024390243902
82,103,185,Pb,185Pb,3/2-,-11541.211,,6.3,chart,False,False,EC_BP,"a = 34 25,EC+B+ = 66 25",1.2560975609756098
82,104,186,Pb,186Pb,0+,-14680.897,,4.82,chart,False,False,EC_BP,"a = 40 8,EC+B+ = 60 8",1.2682926829268293
82,105,187,Pb,187Pb,(3/2-),-14986.955,,15.2,chart,False,False,EC_BP,"a = 9.5 2,EC+B+ = 90.5 2",1.2804878048780488
82,106,188,Pb,188Pb,0+,-17811.024,,25.5,chart,False,False,EC_BP,"a = 8.5 0.5,EC+B+ = 91.5 0.5",1.2926829268292683
82,107,189,Pb,189Pb,(3/2-),-17844.019,,39.0,chart,False,False,EC_BP,"a = 0.4 ,EC+B+ ~ 100 ",1.3048780487804879
82,108,190,Pb,190Pb,0+,-20416.607,,71.0,chart,False,False,EC_BP,"a = 0.4 0.04,EC+B+ = 99.6 0.04",1.3170731707317074
82,109,191,Pb,191Pb,(3/2-),-20291.243,,79.80000000000001,chart,False,False,EC_BP,"a = 0.051 0.005,EC+B+ = 99.949 0.005",1.329268292682927
82,110,192,Pb,192Pb,0+,-22551.846,,210.0,chart,False,False,EC_BP,"a = 0.0059 0.0007,EC+B+ = 99.9941 0.0007",1.3414634146341464
82,111,193,Pb,193Pb,(3/2-),-22229.255,,348.0,chart,False,False,EC_BP,EC+B+?,1.353658536585366
82,112,194,Pb,194Pb,0+,-24207.866,,642.0,chart,False,False,EC_BP,"a = 0.0000073 0.0000029,EC+B+ ~ 100 ",1.3658536585365855
82,113,195,Pb,195Pb,3/2-,-23738.039,,900.0,chart,False,False,EC_BP,EC+B+ = 100 ,1.3780487804878048
82,114,196,Pb,196Pb,0+,-25348.234,,2220.0,chart,False,False,EC_BP,"a = 0.00003 ,EC+B+ ~ 100 ",1.3902439024390243
82,115,197,Pb,197Pb,3/2-,-24745.385,,486.0,chart,False,False,EC_BP,EC+B+ = 100,1.4024390243902438
82,116,198,Pb,198Pb,0+,-26067.443,,8640.0,chart,False,False,EC_BP,EC+B+ = 100 ,1.4146341463414633
82,117,199,Pb,199Pb,3/2-,-25231.734,,5400.0,chart,False,False,EC_BP,EC+B+ = 100 ,1.4268292682926829
82,118,200,Pb,200Pb,0+,-26250.858,,77400.0,chart,False,False,EC_BP,EC = 100 ,1.4390243902439024
82,119,201,Pb,201Pb,5/2-,-25271.033,,33588.0,chart,False,False,EC_BP,EC+B+ = 100,1.451219512195122
82,120,202,Pb,202Pb,0+,-25940.608,,1656774000000.0,chart,False,False,EC_BP,EC = 100,1.4634146341463414
82,121,203,Pb,203Pb,5/2-,-24786.483,,186948.0,chart,False,False,EC_BP,EC = 100,1.475609756097561
82,122,204,Pb,204Pb,0+,-25109.815,1.4,,none,True,False,STABLE,,1.4878048780487805
82,123,205,Pb,205Pb,5/2-,-23770.162,,536479200000000.0,chart,False,False,EC_BP,EC = 100,1.5
82,124,206,Pb,206Pb,0+,-23785.506,24.1,,none,True,False,STABLE,,1.5121951219512195
82,125,207,Pb,207Pb,1/2-,-22451.968,22.1,,none,True,False,STABLE,,1.524390243902439
82,126,208,Pb,208Pb,0+,-21748.519,52.4,,none,True,False,STABLE,,1.5365853658536586
82,127,209,Pb,209Pb,9/2+,-17614.574,,11646.0,chart,False,False,B-,B- = 100,1.548780487804878
82,128,210,Pb,210Pb,0+,-14728.429,,700578720.0,chart,False,False,B-,"B- ~ 100 ,a = 0.0000019 4e-7",1.5609756097560976
82,129,211,Pb,211Pb,9/2+,-10493.012,,2169.9,chart,False,False,B-,B- = 100,1.5731707317073171
82,130,212,Pb,212Pb,0+,-7548.929,,38260.8,chart,False,False,B-,B- = 100 ,1.5853658536585367
82,131,213,Pb,213Pb,(9/2+),-3203.598,,612.0,chart,False,False,B-,B- = 100,1.5975609756097562
82,132,214,Pb,214Pb,0+,-183.019,,1623.6,chart,False,False,B-,B- = 100,1.6097560975609757
82,133,215,Pb,215Pb,,4342.245,,142.0,chart,False,False,B-,B- = 100 ,1.6219512195121952
82,134,216,Pb,216Pb,0+,7510.0,,99.4,chart,False,False,B-,B- = 100,1.6341463414634145
82,135,217,Pb,217Pb,,12260.0,,19.9,chart,False,False,B-,B- = 100 ,1.646341463414634
82,136,218,Pb,218Pb,0+,15630.0,,15.0,chart,False,False,B-,B- = 100 ,1.6585365853658536
82,137,219,Pb,219Pb,,20620.0,,,none,False,False,B-,B- = 100,1.670731707317073
82,138,220,Pb,220Pb,0+,24130.0,,,none,False,False,B-,B- = 100,1.6829268292682926
83,101,184,Bi,184Bi,(10-),1254.0,,0.013,chart,False,False,ALPHA,a ~ 100 ,1.216867469879518
83,102,185,Bi,185Bi,1/2+,-2236.0,,2.8e-06,chart,False,False,OTHER,"p = 92 2,a = 8 2",1.2289156626506024
83,103,186,Bi,186Bi,(3+),-3145.497,,0.0148,chart,False,False,ALPHA,"ECf ~ 0.02 ,EC+B+?,a ~ 100 ",1.2409638554216869
83,104,187,Bi,187Bi,(9/2-),-6383.275,,0.037,chart,False,False,ALPHA,a = 100,1.2530120481927711
83,105,188,Bi,188Bi,(3+),-7194.8,,0.06,chart,False,False,ALPHA,"ECf = 0.14 0.07,a ~ 100 ",1.2650602409638554
83,106,189,Bi,189Bi,(9/2-),-10064.664,,0.685,chart,False,False,ALPHA,a ~ 100 ,1.2771084337349397
83,107,190,Bi,190Bi,(3+),-10595.906,,6.3,chart,False,False,EC_BP,"ECf = 0.000023 +0.000069-0.000019,EC+B+ = 10 +30-10,a = 90 +10-30",1.2891566265060241
83,108,191,Bi,191Bi,(9/2-),-13239.351,,12.4,chart,False,False,ALPHA,"a = 51 10,EC+B+ = 49 10",1.3012048192771084
83,109,192,Bi,192Bi,(3+),-13534.537,,34.6,chart,False,False,EC_BP,"a = 12 5,EC+B+ = 88 5",1.3132530120481927
83,110,193,Bi,193Bi,9/2-,-15884.563,,63.0,chart,False,False,EC_BP,"a = 3.5 1.5,EC+B+ = 96.5 1.5",1.3253012048192772
83,111,194,Bi,194Bi,(3+),-16023.02,,100.0,chart,False,False,EC_BP,"a = 0.46 0.25,EC+B+ = 99.54 0.25",1.3373493975903614
83,112,195,Bi,195Bi,9/2-,-18025.567,,183.0,chart,False,False,EC_BP,"a = 0.03 0.02,EC+B+ = 99.97 0.02",1.3493975903614457
83,113,196,Bi,196Bi,(3+),-18009.032,,307.8,chart,False,False,EC_BP,"a = 0.00115 0.00034,EC+B+ = 99.99885 0.00034",1.3614457831325302
83,114,197,Bi,197Bi,9/2-,-19687.196,,559.8,chart,False,False,EC_BP,"a?,EC+B+ = 100",1.3734939759036144
83,115,198,Bi,198Bi,3+,-19373.851,,618.0,chart,False,False,EC_BP,EC+B+ = 100 ,1.3855421686746987
83,116,199,Bi,199Bi,9/2-,-20797.616,,1620.0,chart,False,False,EC_BP,EC+B+ = 100 ,1.3975903614457832
83,117,200,Bi,200Bi,7+,-20370.574,,2184.0,chart,False,False,EC_BP,EC+B+ = 100 ,1.4096385542168675
83,118,201,Bi,201Bi,9/2-,-21429.006,,6660.0,chart,False,False,EC_BP,EC+B+ = 100 ,1.4216867469879517
83,119,202,Bi,202Bi,5+,-20750.854,,6156.0,chart,False,False,EC_BP,EC+B+ = 100,1.4337349397590362
83,120,203,Bi,203Bi,9/2-,-21524.893,,42336.0,chart,False,False,EC_BP,EC+B+ = 100,1.4457831325301205
83,121,204,Bi,204Bi,6+,-20645.927,,40608.0,chart,False,False,EC_BP,EC+B+ = 100,1.4578313253012047
83,122,205,Bi,205Bi,9/2-,-21065.569,,1288224.0,chart,False,False,EC_BP,EC+B+ = 100,1.4698795180722892
83,123,206,Bi,206Bi,6+,-20028.201,,539395.2000000001,chart,False,False,EC_BP,EC+B+ = 100,1.4819277108433735
83,124,207,Bi,207Bi,9/2-,-20054.554,,985228272.0,chart,False,False,EC_BP,EC+B+ = 100,1.4939759036144578
83,125,208,Bi,208Bi,5+,-18870.151,,11613196800000.0,chart,False,False,EC_BP,EC+B+ = 100 ,1.5060240963855422
83,126,209,Bi,209Bi,9/2-,-18258.589,100.0,6.3430776e+26,chart,False,False,ALPHA,a = 100,1.5180722891566265
83,127,210,Bi,210Bi,1-,-14791.905,,433036.8,chart,False,False,B-,"B- = 99.999868 0.00001,a = 0.000132 0.00001",1.5301204819277108
83,128,211,Bi,211Bi,9/2-,-11859.116,,128.4,chart,False,False,ALPHA,"B- = 0.276 0.004,a = 99.724 0.004",1.5421686746987953
83,129,212,Bi,212Bi,1(-),-8117.943,,3633.06,chart,False,False,B-,"B- = 64.06 0.06,a = 35.92 0.06",1.5542168674698795
83,130,213,Bi,213Bi,9/2-,-5231.671,,2736.42,chart,False,False,B-,"B- = 97.872 0.022,a = 2.128 0.022",1.5662650602409638
83,131,214,Bi,214Bi,1-,-1200.78,,1182.6,chart,False,False,B-,"B- = 99.979 0.0013,a = 0.021 0.0013",1.5783132530120483
83,132,215,Bi,215Bi,(9/2-),1629.272,,456.0,chart,False,False,B-,B- = 100 ,1.5903614457831325
83,133,216,Bi,216Bi,"(6-),(7-)",5873.988,,135.0,chart,False,False,B-,B- = 100,1.6024096385542168
83,134,217,Bi,217Bi,(9/2-),8729.963,,98.5,chart,False,False,B-,B- = 100 ,1.6144578313253013
83,135,218,Bi,218Bi,"(6-),(7-),(8-)",13216.038,,33.0,chart,False,False,B-,B- = 100 ,1.6265060240963856
83,136,219,Bi,219Bi,,16320.0,,8.7,chart,False,False,B-,B- = 100,1.6385542168674698
83,137,220,Bi,220Bi,,20960.0,,9.5,chart,False,False,B-,B- = 100,1.6506024096385543
83,138,221,Bi,221Bi,,24200.0,,,none,False,False,B-,"B- = 100,B-n?",1.6626506024096386
83,139,222,Bi,222Bi,,28950.0,,,none,False,False,B-,"B- = 100,B-n?",1.6746987951807228
83,140,223,Bi,223Bi,,32240.0,,,none,False,False,B-,"B- = 100,B-n?",1.6867469879518073
83,141,224,Bi,224Bi,,37070.0,,,none,False,False,B-,"B- = 100,B-n?",1.6987951807228916
84,102,186,Po,186Po,0+,4101.531,,2.8e-05,chart,False,False,ALPHA,a ~ 100 ,1.2142857142857142
84,103,187,Po,187Po,"(1/2-),(5/2-)",2823.808,,0.0014,chart,False,False,ALPHA,a ~ 100 ,1.2261904761904763
84,104,188,Po,188Po,0+,-544.378,,0.00027,chart,False,False,ALPHA,a ~ 100 ,1.2380952380952381
84,105,189,Po,189Po,(5/2-),-1421.996,,0.0035,chart,False,False,ALPHA,a = 100,1.25
84,106,190,Po,190Po,0+,-4562.708,,0.00245,chart,False,False,ALPHA,a = 100,1.2619047619047619
84,107,191,Po,191Po,(3/2-),-5068.731,,0.022,chart,False,False,ALPHA,"a ~ 100 ,EC+B+?",1.2738095238095237
84,108,192,Po,192Po,0+,-8066.483,,0.0322,chart,False,False,ALPHA,a ~ 100 ,1.2857142857142858
84,109,193,Po,193Po,3/2-,-8325.302,,0.407,chart,False,False,ALPHA,a ~ 100 ,1.2976190476190477
84,110,194,Po,194Po,0+,-11004.617,,0.392,chart,False,False,ALPHA,"a = 93 7,EC+B+ = 7 7",1.3095238095238095
84,111,195,Po,195Po,3/2-,-11116.655,,4.64,chart,False,False,ALPHA,"a = 94 4,EC+B+ = 6 4",1.3214285714285714
84,112,196,Po,196Po,0+,-13468.731,,5.63,chart,False,False,ALPHA,"a = 94 5,EC+B+ = 6 5",1.3333333333333333
84,113,197,Po,197Po,(3/2-),-13393.078,,54.0,chart,False,False,EC_BP,"a = 44 7,EC+B+ = 56 7",1.3452380952380953
84,114,198,Po,198Po,0+,-15473.278,,105.6,chart,False,False,ALPHA,"a = 57 2,EC+B+ = 43 2",1.3571428571428572
84,115,199,Po,199Po,3/2-,-15238.829,,330.0,chart,False,False,EC_BP,"a = 7.5 0.3,EC+B+ = 92.5 0.3",1.369047619047619
84,116,200,Po,200Po,0+,-16941.683,,690.0,chart,False,False,EC_BP,"a = 11.3 0.4,EC+B+ = 88.7 0.4",1.380952380952381
84,117,201,Po,201Po,3/2-,-16521.166,,930.0,chart,False,False,EC_BP,"a = 1.13 0.04,EC+B+ = 98.87 0.04",1.3928571428571428
84,118,202,Po,202Po,0+,-17941.569,,2676.0,chart,False,False,EC_BP,"a = 1.92 0.07,EC+B+ = 98.08 0.07",1.4047619047619047
84,119,203,Po,203Po,5/2-,-17310.819,,2202.0,chart,False,False,EC_BP,"a = 0.11 0.02,EC+B+ = 99.89 0.02",1.4166666666666667
84,120,204,Po,204Po,0+,-18341.045,,12664.8,chart,False,False,EC_BP,"a = 0.673 0.027,EC+B+ = 99.328 0.027",1.4285714285714286
84,121,205,Po,205Po,5/2-,-17521.398,,6444.0,chart,False,False,EC_BP,"a = 0.04 0.01,EC+B+ = 99.96 0.01",1.4404761904761905
84,122,206,Po,206Po,0+,-18188.668,,760320.0000000001,chart,False,False,EC_BP,"a = 5.45 0.05,EC+B+ = 94.55 0.05",1.4523809523809523
84,123,207,Po,207Po,5/2-,-17145.7,,20880.0,chart,False,False,EC_BP,"a = 0.021 0.002,EC+B+ = 99.979 0.002",1.4642857142857142
84,124,208,Po,208Po,0+,-17469.207,,91453924.8,chart,False,False,ALPHA,"a = 99.996 0.0004,EC+B+ = 0.004 0.0004",1.4761904761904763
84,125,209,Po,209Po,1/2-,-16366.015,,3913142400.0,chart,False,False,ALPHA,"a = 99.545 0.007,EC+B+ = 0.455 0.007",1.4880952380952381
84,126,210,Po,210Po,0+,-15953.06,,11955859.2,chart,False,False,ALPHA,a = 100,1.5
84,127,211,Po,211Po,9/2+,-12432.492,,0.516,chart,False,False,ALPHA,a = 100,1.5119047619047619
84,128,212,Po,212Po,0+,-10369.408,,2.950000000000001e-07,chart,False,False,ALPHA,a = 100,1.5238095238095237
84,129,213,Po,213Po,9/2+,-6653.519,,3.7059999999e-06,chart,False,False,ALPHA,a = 100,1.5357142857142858
84,130,214,Po,214Po,0+,-4469.972,,0.0001634799999999,chart,False,False,ALPHA,a = 100,1.5476190476190477
84,131,215,Po,215Po,9/2+,-541.771,,0.001781,chart,False,False,ALPHA,"B- = 0.00023 0.00002,a = 99.99977 0.00002",1.5595238095238095
84,132,216,Po,216Po,0+,1782.336,,0.144,chart,False,False,ALPHA,a = 100,1.5714285714285714
84,133,217,Po,217Po,(9/2+),5883.452,,1.53,chart,False,False,ALPHA,"B- = 2.5 2.5,a = 97.5 2.5",1.5833333333333333
84,134,218,Po,218Po,0+,8356.652,,185.82,chart,False,False,ALPHA,"B- = 0.022 0.003,a = 99.978 0.003",1.5952380952380953
84,135,219,Po,219Po,(9/2+),12681.361,,619.8,chart,False,False,B-,"B- = 71.8 2,a = 28.2 2",1.6071428571428572
84,136,220,Po,220Po,0+,15263.462,,,none,False,False,B-,B- = 100,1.619047619047619
84,137,221,Po,221Po,,19773.757,,112.2,chart,False,False,B-,B- = 100 ,1.630952380952381
84,138,222,Po,222Po,0+,22486.268,,145.2,chart,False,False,B-,B- = 100,1.6428571428571428
84,139,223,Po,223Po,,27079.0,,,none,False,False,B-,B- = 100,1.6547619047619047
84,140,224,Po,224Po,0+,29910.0,,,none,False,False,B-,B- = 100,1.6666666666666667
84,141,225,Po,225Po,,34580.0,,,none,False,False,B-,B- = 100,1.6785714285714286
84,142,226,Po,226Po,0+,37549.0,,,none,False,False,B-,B- = 100,1.6904761904761905
84,143,227,Po,227Po,,42281.0,,,none,False,False,B-,B- = 100,1.7023809523809523
85,106,191,At,191At,(1/2+),3863.913,,0.0017,chart,False,False,ALPHA,a ~ 100 ,1.2470588235294118
85,107,192,At,192At,"(9-),(10-)",2925.742,,0.088,chart,False,False,ALPHA,"ECf = 0.5 ,a = 100 ",1.2588235294117647
85,108,193,At,193At,(1/2+),-67.323,,0.028,chart,False,False,ALPHA,a ~ 100 ,1.2705882352941176
85,109,194,At,194At,"(9-),(10-)",-706.49,,0.323,chart,False,False,ALPHA,"EC+B+?,ECf ~ 0.8 ,a ~ 100 ,IT?",1.2823529411764707
85,110,195,At,195At,(1/2+),-3470.299,,0.309,chart,False,False,ALPHA,a = 100,1.2941176470588236
85,111,196,At,196At,(3+),-3913.175,,0.377,chart,False,False,ALPHA,"ECf = 0.009 0.001,EC+B+ = 2.5 0.3,a = 97.5 0.3",1.3058823529411765
85,112,197,At,197At,(9/2-),-6355.255,,0.388,chart,False,False,ALPHA,"a = 96.1 1.2,EC+B+ = 3.9 1.2",1.3176470588235294
85,113,198,At,198At,(3+),-6708.747,,4.47,chart,False,False,ALPHA,"a = 90 10,EC+B+ = 10 10",1.3294117647058823
85,114,199,At,199At,(9/2-),-8823.377,,6.97,chart,False,False,OTHER,"a = 92 +3-8,EC+B+ = 8 +8-3",1.3411764705882352
85,115,200,At,200At,(3+),-8987.894,,43.0,chart,False,False,ALPHA,"a = 53 4,EC+B+ = 47 4",1.3529411764705883
85,116,201,At,201At,(9/2-),-10789.441,,85.0,chart,False,False,ALPHA,"a = 71 7,EC+B+ = 29 7",1.3647058823529412
85,117,202,At,202At,3(+),-10595.106,,184.0,chart,False,False,EC_BP,"a = 12 7,EC+B+ = 88 7",1.3764705882352941
85,118,203,At,203At,9/2-,-12162.607,,444.0,chart,False,False,EC_BP,"a = 31 3,EC+B+ = 69 3",1.388235294117647
85,119,204,At,204At,7+,-11875.252,,552.0,chart,False,False,EC_BP,"a = 3.9 0.2,EC+B+ = 96.1 0.2",1.4
85,120,205,At,205At,9/2-,-12984.519,,1614.0,chart,False,False,EC_BP,"a = 10 2,EC+B+ = 90 2",1.411764705882353
85,121,206,At,206At,(6)+,-12439.388,,1830.0,chart,False,False,EC_BP,"a = 0.9 0.1,EC+B+ = 99.1 0.1",1.423529411764706
85,122,207,At,207At,9/2-,-13227.482,,6516.0,chart,False,False,EC_BP,"a ~ 10 ,EC+B+ ~ 90 ",1.4352941176470588
85,123,208,At,208At,6+,-12469.901,,5868.0,chart,False,False,EC_BP,"a = 0.55 0.06,EC+B+ = 99.45 0.06",1.4470588235294117
85,124,209,At,209At,9/2-,-12883.773,,19512.0,chart,False,False,EC_BP,"a = 4.1 0.5,EC+B+ = 95.9 0.5",1.4588235294117646
85,125,210,At,210At,(5)+,-11972.099,,29160.0,chart,False,False,EC_BP,"a = 0.175 0.02,EC+B+ = 99.825 0.02",1.4705882352941178
85,126,211,At,211At,9/2-,-11647.191,,25977.6,chart,False,False,EC_BP,"a = 41.78 0.08,EC = 58.22 0.08",1.4823529411764707
85,127,212,At,212At,(1-),-8628.149,,0.314,chart,False,False,ALPHA,a ~ 100 ,1.4941176470588236
85,128,213,At,213At,9/2-,-6579.522,,1.24e-07,chart,False,False,ALPHA,a = 100,1.5058823529411764
85,129,214,At,214At,1-,-3379.151,,5.58e-07,chart,False,False,ALPHA,a = 100,1.5176470588235293
85,130,215,At,215At,9/2-,-1256.583,,3.7e-05,chart,False,False,ALPHA,a = 100,1.5294117647058822
85,131,216,At,216At,1-,2256.678,,0.0003,chart,False,False,ALPHA,a ~ 100 ,1.5411764705882354
85,132,217,At,217At,9/2-,4394.598,,0.0326,chart,False,False,ALPHA,"B- = 0.007 0.003,a = 99.993 0.003",1.5529411764705883
85,133,218,At,218At,"(3-),(2-)",8100.218,,1.28,chart,False,False,ALPHA,"B- = 0.05 0.05,a = 99.95 0.05",1.5647058823529412
85,134,219,At,219At,(9/2-),10396.021,,56.0,chart,False,False,ALPHA,"B- = 6.4 1,a = 93.6 1",1.576470588235294
85,135,220,At,220At,3,14375.748,,222.6,chart,False,False,B-,"B- = 92 2,a = 8 2",1.588235294117647
85,136,221,At,221At,,16782.729,,138.0,chart,False,False,B-,B- = 100 ,1.6
85,137,222,At,222At,,20953.028,,54.0,chart,False,False,B-,B- = 100 ,1.611764705882353
85,138,223,At,223At,,23428.008,,50.0,chart,False,False,B-,B- = 100 ,1.6235294117647059
85,139,224,At,224At,,27711.018,,76.2,chart,False,False,B-,B- = 100,1.6352941176470588
85,140,225,At,225At,,30300.0,,,none,False,False,B-,B- = 100,1.6470588235294117
85,141,226,At,226At,,34660.0,,,none,False,False,B-,B- = 100,1.6588235294117648
85,142,227,At,227At,,37430.0,,,none,False,False,B-,"B- = 100,B-n?",1.6705882352941177
85,143,228,At,228At,,41880.0,,,none,False,False,B-,"B- = 100,B-n?",1.6823529411764706
85,144,229,At,229At,,44890.0,,,none,False,False,B-,"B- = 100,B-n?",1.6941176470588235
86,107,193,Rn,193Rn,,9042.92,,0.00115,chart,False,False,ALPHA,a ~ 100 ,1.244186046511628
86,108,194,Rn,194Rn,0+,5724.624,,0.00078,chart,False,False,ALPHA,a ~ 100 ,1.255813953488372
86,109,195,Rn,195Rn,3/2-,5050.285,,0.006,chart,False,False,ALPHA,a ~ 100 ,1.2674418604651163
86,110,196,Rn,196Rn,0+,1975.169,,0.0044,chart,False,False,ALPHA,"a ~ 100 ,EC+B+?",1.2790697674418605
86,111,197,Rn,197Rn,(3/2-),1510.368,,0.055,chart,False,False,ALPHA,a ~ 100 ,1.2906976744186047
86,112,198,Rn,198Rn,0+,-1230.32,,0.065,chart,False,False,ALPHA,"a = 90 10,EC+B+ = 10 10",1.302325581395349
86,113,199,Rn,199Rn,(3/2-),-1559.846,,0.6,chart,False,False,ALPHA,a ~ 100 ,1.313953488372093
