Z,N,A,element,name,spin_parity,mass_excess_keV,abundance,half_life_s,half_life_source,is_stable,is_resonance,dominant_mode,decay_modes_raw,N_over_Z
25,39,64,Mn,64Mn,1(+),-42989.04,,0.09,chart,False,False,B-,"B- = 100,B-n = 2.7 0.6",1.56
25,40,65,Mn,65Mn,(5/2-),-40967.344,,0.0917,chart,False,False,B-,"B- = 100,B-n = 7.9 1.2",1.6
25,41,66,Mn,66Mn,"(1+),(2+)",-36750.392,,0.0639,chart,False,False,B-,"B-n = 7.3 +1.4-1.1,B-2n?,B- = 100",1.64
25,42,67,Mn,67Mn,,-33580.0,,0.047,chart,False,False,B-,"B-n = 5 ,B-2n?,B- = 100",1.68
25,43,68,Mn,68Mn,,-28920.0,,0.0339,chart,False,False,B-,"B-n = 18 10,B-2n?,B- = 100",1.72
25,44,69,Mn,69Mn,,-25360.0,,0.0221,chart,False,False,B-,"B-n = 40 20,B-2n?,B- = 100",1.76
25,45,70,Mn,70Mn,,-20450.0,,0.0198999999999999,chart,False,False,B-,"B-n?,B-2n?,B- = 100",1.8
25,46,71,Mn,71Mn,,-16620.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100",1.84
25,47,72,Mn,72Mn,,-11170.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100",1.88
25,48,73,Mn,73Mn,,-6700.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100",1.92
26,19,45,Fe,45Fe,(3/2+),14408.0,,0.0026,chart,False,False,OTHER,"EC+B+ = 30 4,EC2p = 8 2,EC3p = 3 2,ECp = 19 5,2p = 70 4",0.7307692307692307
26,20,46,Fe,46Fe,0+,1210.0,,0.0139,chart,False,False,EC_BP,"EC2p = 1 ,EC+B+ = 100,ECp = 72.4 6.4",0.7692307692307693
26,21,47,Fe,47Fe,(7/2-),-7130.0,,0.0219,chart,False,False,EC_BP,"ECp = 88.4 0.9,EC+B+ = 100",0.8076923076923077
26,22,48,Fe,48Fe,0+,-18008.575,,0.0455,chart,False,False,EC_BP,"ECp = 15.3 0.7,EC+B+ = 100",0.8461538461538461
26,23,49,Fe,49Fe,(7/2-),-24750.73,,0.0647,chart,False,False,EC_BP,"ECp = 56.7 0.4,EC+B+ = 100",0.8846153846153846
26,24,50,Fe,50Fe,0+,-34476.46,,0.152,chart,False,False,EC_BP,"ECp ~ 0 ,EC+B+ = 100",0.9230769230769231
26,25,51,Fe,51Fe,5/2-,-40189.185,,0.305,chart,False,False,EC_BP,EC+B+ = 100,0.9615384615384616
26,26,52,Fe,52Fe,0+,-48332.095,,29782.8,chart,False,False,EC_BP,EC+B+ = 100,1.0
26,27,53,Fe,53Fe,7/2-,-50947.483,,510.6,chart,False,False,EC_BP,EC+B+ = 100 ,1.0384615384615385
26,28,54,Fe,54Fe,0+,-56254.615,5.845,,none,True,False,STABLE,,1.0769230769230769
26,29,55,Fe,55Fe,3/2-,-57481.422,,86972745.6,chart,False,False,EC_BP,EC = 100,1.1153846153846154
26,30,56,Fe,56Fe,0+,-60607.163,91.754,,none,True,False,STABLE,,1.1538461538461537
26,31,57,Fe,57Fe,1/2-,-60182.017,2.119,,none,True,False,STABLE,,1.1923076923076923
26,32,58,Fe,58Fe,0+,-62155.271,0.282,,none,True,False,STABLE,,1.2307692307692308
26,33,59,Fe,59Fe,3/2-,-60664.957,,3844368.0,chart,False,False,B-,B- = 100,1.2692307692307692
26,34,60,Fe,60Fe,0+,-61413.174,,82348894490400.0,chart,False,False,B-,B- = 100,1.3076923076923077
26,35,61,Fe,61Fe,(3/2-),-58920.503,,361.8,chart,False,False,B-,B- = 100,1.3461538461538463
26,36,62,Fe,62Fe,0+,-58878.057,,68.0,chart,False,False,B-,B- = 100,1.3846153846153846
26,37,63,Fe,63Fe,(5/2-),-55635.629,,6.1,chart,False,False,B-,B- = 100,1.4230769230769231
26,38,64,Fe,64Fe,0+,-54969.552,,2.0,chart,False,False,B-,B- = 100,1.4615384615384615
26,39,65,Fe,65Fe,(1/2-),-51217.902,,0.803,chart,False,False,B-,"B- = 100,B-n?",1.5
26,40,66,Fe,66Fe,0+,-50067.847,,0.472,chart,False,False,B-,"B- = 100,B-n?",1.5384615384615385
26,41,67,Fe,67Fe,,-45708.416,,0.398,chart,False,False,B-,"B- = 100,B-n?",1.5769230769230769
26,42,68,Fe,68Fe,0+,-43897.0,,0.186,chart,False,False,B-,"B- = 100,B-n?",1.6153846153846154
26,43,69,Fe,69Fe,(1/2-),-39199.0,,0.162,chart,False,False,B-,"B- = 100,B-n?",1.6538461538461537
26,44,70,Fe,70Fe,0+,-36890.0,,0.0615,chart,False,False,B-,"B- = 100,B-n?",1.6923076923076923
26,45,71,Fe,71Fe,,-31930.0,,0.034,chart,False,False,B-,"B-n?,B-2n?,B- = 100",1.7307692307692308
26,46,72,Fe,72Fe,0+,-29250.0,,0.019,chart,False,False,B-,"B-n?,B-2n?,B- = 100",1.7692307692307692
26,47,73,Fe,73Fe,,-23990.0,,0.0129,chart,False,False,B-,"B-n?,B-2n?,B- = 100",1.8076923076923077
26,48,74,Fe,74Fe,0+,-20660.0,,0.0081999999999999,chart,False,False,B-,"B-n?,B-2n?,B- = 100",1.8461538461538463
26,49,75,Fe,75Fe,,-14700.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100",1.8846153846153846
26,50,76,Fe,76Fe,0+,-10590.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100",1.9230769230769231
27,23,50,Co,50Co,(6+),-17589.403,,0.0388,chart,False,False,EC_BP,"ECp = 70.5 0.7,EC+B+ = 100",0.8518518518518519
27,24,51,Co,51Co,7/2-,-27342.146,,0.0688,chart,False,False,EC_BP,"ECp = 3.8 ,EC+B+ = 100",0.8888888888888888
27,25,52,Co,52Co,(6+),-34343.979,,0.111,chart,False,False,EC_BP,"ECp?,EC+B+ = 100",0.9259259259259259
27,26,53,Co,53Co,(7/2-),-42659.376,,0.244,chart,False,False,EC_BP,EC+B+ = 100 ,0.9629629629629629
27,27,54,Co,54Co,0+,-48010.068,,0.19327,chart,False,False,EC_BP,EC+B+ = 100,1.0
27,28,55,Co,55Co,7/2-,-54029.996,,63108.00000000001,chart,False,False,EC_BP,EC+B+ = 100,1.037037037037037
27,29,56,Co,56Co,4+,-56040.518,,6673190.4,chart,False,False,EC_BP,EC+B+ = 100,1.0740740740740742
27,30,57,Co,57Co,7/2-,-59345.658,,23483520.0,chart,False,False,EC_BP,EC = 100,1.1111111111111112
27,31,58,Co,58Co,2+,-59847.292,,6124291.199999999,chart,False,False,EC_BP,EC+B+ = 100,1.1481481481481481
27,32,59,Co,59Co,7/2-,-62229.838,100.0,,none,True,False,STABLE,,1.1851851851851851
27,33,60,Co,60Co,5+,-61650.437,,166340109.6,chart,False,False,B-,B- = 100,1.2222222222222223
27,34,61,Co,61Co,7/2-,-62898.179,,5940.0,chart,False,False,B-,B- = 100,1.2592592592592593
27,35,62,Co,62Co,(2)+,-61424.399,,90.6,chart,False,False,B-,B- = 100,1.2962962962962963
27,36,63,Co,63Co,7/2-,-61851.553,,26.9,chart,False,False,B-,B- = 100,1.3333333333333333
27,37,64,Co,64Co,1+,-59792.442,,0.3,chart,False,False,B-,B- = 100,1.3703703703703705
27,38,65,Co,65Co,(7/2)-,-59185.205,,1.16,chart,False,False,B-,B- = 100,1.4074074074074074
27,39,66,Co,66Co,(1+),-56408.541,,0.2,chart,False,False,B-,"B- = 100,B-n?",1.4444444444444444
27,40,67,Co,67Co,(7/2-),-55321.783,,0.329,chart,False,False,B-,"B- = 100,B-n?",1.4814814814814814
27,41,68,Co,68Co,(7-),-51642.591,,0.222,chart,False,False,B-,"B- = 100,B-n?",1.5185185185185186
27,42,69,Co,69Co,(7/2-),-50385.447,,0.21,chart,False,False,B-,"B- = 100,B-n?",1.5555555555555556
27,43,70,Co,70Co,"(6-),(7-)",-46524.963,,0.114,chart,False,False,B-,"B-n?,B-2n?,B- = 100",1.5925925925925926
27,44,71,Co,71Co,(7/2-),-44369.93,,0.08,chart,False,False,B-,"B- = 100,B-n ~ 16 ",1.6296296296296295
27,45,72,Co,72Co,"(6-),(7-)",-40300.0,,0.0519,chart,False,False,B-,"B-n = 6 ,B-2n?,B- = 100",1.6666666666666667
27,46,73,Co,73Co,(7/2-),-37970.0,,0.042,chart,False,False,B-,"B-n = 6 3,B-2n?,B- = 100",1.7037037037037037
27,47,74,Co,74Co,,-33540.0,,0.0313,chart,False,False,B-,"B-n = 18 15,B-2n?,B- = 100",1.7407407407407407
27,48,75,Co,75Co,,-30560.0,,0.0265,chart,False,False,B-,"B-n = 15 ,B-2n?,B- = 100",1.7777777777777777
27,49,76,Co,76Co,(1-),-25660.0,,0.016,chart,False,False,B-,"B-n?,B-2n?,B- = 100",1.8148148148148149
27,50,77,Co,77Co,,-21910.0,,0.013,chart,False,False,B-,"B-n?,B-2n?,B- = 100",1.8518518518518519
27,51,78,Co,78Co,,-15320.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100",1.8888888888888888
28,20,48,Ni,48Ni,0+,18178.0,,0.0021,chart,False,False,OTHER,"ECp = 30 20,2p = 70 20",0.7142857142857143
28,21,49,Ni,49Ni,,8530.0,,0.0075,chart,False,False,EC_BP,"ECp = 83 13,EC+B+ = 100",0.75
28,22,50,Ni,50Ni,0+,-3460.0,,0.0176,chart,False,False,EC_BP,"EC2p = 14 5,EC+B+ = 100,ECp = 73 6",0.7857142857142857
28,23,51,Ni,51Ni,,-11650.0,,0.0238,chart,False,False,EC_BP,"EC2p = 0.5 0.2,EC+B+ = 100,ECp = 87.2 0.8",0.8214285714285714
28,24,52,Ni,52Ni,0+,-22559.856,,0.0414,chart,False,False,EC_BP,"ECp = 31.4 1.5,EC+B+ = 100",0.8571428571428571
28,25,53,Ni,53Ni,(7/2-),-29630.827,,0.0552,chart,False,False,EC_BP,"ECp = 22.7 0.7,EC+B+ = 100",0.8928571428571429
28,26,54,Ni,54Ni,0+,-39278.312,,0.1141,chart,False,False,EC_BP,"ECp?,EC+B+ = 100",0.9285714285714286
28,27,55,Ni,55Ni,7/2-,-45335.961,,0.2039,chart,False,False,EC_BP,EC+B+ = 100,0.9642857142857143
28,28,56,Ni,56Ni,0+,-53907.649,,525398.4,chart,False,False,EC_BP,EC+B+ = 100,1.0
28,29,57,Ni,57Ni,3/2-,-56083.961,,128160.0,chart,False,False,EC_BP,EC+B+ = 100,1.0357142857142858
28,30,58,Ni,58Ni,0+,-60228.871,68.0769,,none,True,False,STABLE,,1.0714285714285714
28,31,59,Ni,59Ni,3/2-,-61156.833,,2554682392800.0,chart,False,False,EC_BP,EC+B+ = 100 ,1.1071428571428572
28,32,60,Ni,60Ni,0+,-64473.243,26.2231,,none,True,False,STABLE,,1.1428571428571428
28,33,61,Ni,61Ni,3/2-,-64222.029,1.1399,,none,True,False,STABLE,,1.1785714285714286
28,34,62,Ni,62Ni,0+,-66746.44,3.6345,,none,True,False,STABLE,,1.2142857142857142
28,35,63,Ni,63Ni,1/2-,-65512.891,,3181006080.0,chart,False,False,B-,B- = 100,1.25
28,36,64,Ni,64Ni,0+,-67099.034,0.9256,,none,True,False,STABLE,,1.2857142857142858
28,37,65,Ni,65Ni,5/2-,-65125.796,,9063.0,chart,False,False,B-,B- = 100,1.3214285714285714
28,38,66,Ni,66Ni,0+,-66006.293,,196560.0,chart,False,False,B-,B- = 100,1.3571428571428572
28,39,67,Ni,67Ni,(1/2)-,-63742.688,,21.0,chart,False,False,B-,B- = 100,1.3928571428571428
28,40,68,Ni,68Ni,0+,-63463.822,,29.0,chart,False,False,B-,B- = 100 ,1.4285714285714286
28,41,69,Ni,69Ni,(9/2+),-59978.656,,11.4,chart,False,False,B-,B- = 100,1.4642857142857142
28,42,70,Ni,70Ni,0+,-59213.868,,6.0,chart,False,False,B-,B- = 100,1.5
28,43,71,Ni,71Ni,(9/2+),-55406.236,,2.55,chart,False,False,B-,B- = 100,1.5357142857142858
28,44,72,Ni,72Ni,0+,-54226.068,,1.57,chart,False,False,B-,"B- = 100,B-n?",1.5714285714285714
28,45,73,Ni,73Ni,(9/2+),-50108.159,,0.838,chart,False,False,B-,"B- = 100,B-n?",1.6071428571428572
28,46,74,Ni,74Ni,0+,-48700.0,,0.5077,chart,False,False,B-,"B- = 100,B-n?",1.6428571428571428
28,47,75,Ni,75Ni,,-44240.0,,0.3322,chart,False,False,B-,"B- = 100,B-n = 10 2.8",1.6785714285714286
28,48,76,Ni,76Ni,0+,-42190.0,,0.2347,chart,False,False,B-,"B- = 100,B-n = 14 3.6",1.7142857142857142
28,49,77,Ni,77Ni,,-37350.0,,0.1585,chart,False,False,B-,"B-n = 26 13,B-2n?,B- = 100",1.75
28,50,78,Ni,78Ni,0+,-34880.0,,0.1222,chart,False,False,B-,"B- = 100,B-n?",1.7857142857142858
28,51,79,Ni,79Ni,,-28160.0,,0.043,chart,False,False,B-,"B-n?,B-2n?,B- = 100",1.8214285714285714
28,52,80,Ni,80Ni,0+,-23240.0,,0.024,chart,False,False,B-,"B-n?,B-2n?,B- = 100",1.8571428571428572
28,53,81,Ni,81Ni,,-16090.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100",1.8928571428571428
28,54,82,Ni,82Ni,0+,-10720.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100",1.9285714285714286
29,24,53,Cu,53Cu,,-13140.0,,1.3e-07,chart,False,False,OTHER,p?,0.8275862068965517
29,25,54,Cu,54Cu,,-21240.0,,7.500000000000001e-08,chart,False,False,OTHER,p?,0.8620689655172413
29,26,55,Cu,55Cu,(3/2-),-31635.403,,0.0559,chart,False,False,EC_BP,"ECp?,EC+B+ = 100",0.896551724137931
29,27,56,Cu,56Cu,4+,-38629.733,,0.0808,chart,False,False,EC_BP,"ECp = 0.4 0.12,EC+B+ = 100",0.9310344827586207
29,28,57,Cu,57Cu,3/2-,-47309.014,,0.1964,chart,False,False,EC_BP,EC+B+ = 100,0.9655172413793104
29,29,58,Cu,58Cu,1+,-51667.851,,3.205,chart,False,False,EC_BP,EC+B+ = 100,1.0
29,30,59,Cu,59Cu,3/2-,-56358.454,,82.0,chart,False,False,EC_BP,EC+B+ = 100,1.0344827586206897
29,31,60,Cu,60Cu,2+,-58345.262,,1424.4,chart,False,False,EC_BP,EC+B+ = 100,1.0689655172413792
29,32,61,Cu,61Cu,3/2-,-61984.063,,12020.4,chart,False,False,EC_BP,EC+B+ = 100,1.103448275862069
29,33,62,Cu,62Cu,1+,-62787.543,,580.32,chart,False,False,EC_BP,EC+B+ = 100 ,1.1379310344827587
29,34,63,Cu,63Cu,3/2-,-65579.868,69.15,,none,True,False,STABLE,,1.1724137931034482
29,35,64,Cu,64Cu,1+,-65424.418,,45722.52,chart,False,False,EC_BP,"B- = 38.5 0.3,EC+B+ = 61.5 0.3",1.206896551724138
29,36,65,Cu,65Cu,3/2-,-67263.677,30.85,,none,True,False,STABLE,,1.2413793103448276
29,37,66,Cu,66Cu,1+,-66258.289,,305.4,chart,False,False,B-,B- = 100,1.2758620689655173
29,38,67,Cu,67Cu,3/2-,-67319.553,,222516.0,chart,False,False,B-,B- = 100,1.3103448275862069
29,39,68,Cu,68Cu,1+,-65567.043,,30.8,chart,False,False,B-,B- = 100,1.3448275862068966
29,40,69,Cu,69Cu,3/2-,-65736.221,,174.0,chart,False,False,B-,B- = 100,1.3793103448275863
29,41,70,Cu,70Cu,6-,-62976.381,,44.5,chart,False,False,B-,B- = 100,1.4137931034482758
29,42,71,Cu,71Cu,3/2-,-62711.134,,19.4,chart,False,False,B-,B- = 100,1.4482758620689655
29,43,72,Cu,72Cu,2-,-59783.006,,6.63,chart,False,False,B-,B- = 100,1.4827586206896552
29,44,73,Cu,73Cu,3/2-,-58987.445,,4.2,chart,False,False,B-,"B- = 100 ,B-n = 0.029 0.006",1.5172413793103448
29,45,74,Cu,74Cu,2-,-56006.213,,1.606,chart,False,False,B-,"B- = 100,B-n = 0.075 0.016",1.5517241379310345
29,46,75,Cu,75Cu,5/2(-),-54470.219,,1.224,chart,False,False,B-,"B- = 100,B-n = 2.7 0.6",1.5862068965517242
29,47,76,Cu,76Cu,3-,-50981.627,,0.637,chart,False,False,B-,"B- = 100 ,B-n = 7.2 0.5",1.6206896551724137
29,48,77,Cu,77Cu,5/2-,-48862.828,,0.4698,chart,False,False,B-,"B- = 100,B-n = 30.1 1.5",1.6551724137931034
29,49,78,Cu,78Cu,(6-),-44789.474,,0.3313,chart,False,False,B-,"B-n = 50.6 9.7,B-2n?,B- = 100",1.6896551724137931
29,50,79,Cu,79Cu,,-42408.039,,0.241,chart,False,False,B-,"B-n = 66 10,B-2n?,B- = 100",1.7241379310344827
29,51,80,Cu,80Cu,,-36679.0,,0.1133,chart,False,False,B-,"B-n = 58 9,B-2n?,B- = 100 ",1.7586206896551724
29,52,81,Cu,81Cu,,-31910.0,,0.0732,chart,False,False,B-,"B-n = 81 20,B-2n?,B- = 100 ",1.793103448275862
29,53,82,Cu,82Cu,,-25730.0,,0.033,chart,False,False,B-,"B-n?,B-2n?,B- = 100 ",1.8275862068965518
29,54,83,Cu,83Cu,,-20390.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100",1.8620689655172413
30,24,54,Zn,54Zn,0+,-5702.0,,0.00159,chart,False,False,EC_BP,"EC+B+?,2p = 92 +6-13",0.8
30,25,55,Zn,55Zn,,-14270.0,,0.0198,chart,False,False,EC_BP,"ECp = 91 5.1,EC+B+ = 100",0.8333333333333334
30,26,56,Zn,56Zn,0+,-25390.0,,0.032,chart,False,False,EC_BP,"ECp = 86 4.9,EC+B+ = 100",0.8666666666666667
30,27,57,Zn,57Zn,,-32550.0,,0.0456,chart,False,False,EC_BP,"ECp = 87 9,EC+B+ = 100",0.9
30,28,58,Zn,58Zn,0+,-42298.871,,0.086,chart,False,False,EC_BP,"ECp = 0.7 0.1,EC+B+ = 100",0.9333333333333333
30,29,59,Zn,59Zn,3/2-,-47215.678,,0.1821,chart,False,False,EC_BP,"ECp = 0.1 0.03,EC+B+ = 100",0.9666666666666667
30,30,60,Zn,60Zn,0+,-54174.47,,144.60000000000002,chart,False,False,EC_BP,EC+B+ = 100,1.0
30,31,61,Zn,61Zn,3/2-,-56348.906,,88.8,chart,False,False,EC_BP,EC+B+ = 100,1.0333333333333334
30,32,62,Zn,62Zn,0+,-61168.088,,33094.8,chart,False,False,EC_BP,EC+B+ = 100,1.0666666666666667
30,33,63,Zn,63Zn,3/2-,-62213.429,,2302.8,chart,False,False,EC_BP,EC+B+ = 100,1.1
30,34,64,Zn,64Zn,0+,-66004.018,49.17,,none,True,False,STABLE,,1.1333333333333333
30,35,65,Zn,65Zn,5/2-,-65912.024,,21075552.0,chart,False,False,EC_BP,EC+B+ = 100,1.1666666666666667
30,36,66,Zn,66Zn,0+,-68899.229,27.73,,none,True,False,STABLE,,1.2
30,37,67,Zn,67Zn,5/2-,-67880.376,4.04,,none,True,False,STABLE,,1.2333333333333334
30,38,68,Zn,68Zn,0+,-70007.154,18.45,,none,True,False,STABLE,,1.2666666666666666
30,39,69,Zn,69Zn,1/2-,-68417.906,,3384.0,chart,False,False,B-,B- = 100,1.3
30,40,70,Zn,70Zn,0+,-69564.748,0.61,,none,True,False,STABLE,,1.3333333333333333
30,41,71,Zn,71Zn,1/2-,-67328.786,,145.2,chart,False,False,B-,B- = 100,1.3666666666666667
30,42,72,Zn,72Zn,0+,-68145.495,,167400.0,chart,False,False,B-,B- = 100,1.4
30,43,73,Zn,73Zn,1/2-,-65593.411,,24.5,chart,False,False,B-,B- = 100 ,1.4333333333333333
30,44,74,Zn,74Zn,0+,-65756.72,,96.0,chart,False,False,B-,B- = 100,1.4666666666666666
30,45,75,Zn,75Zn,7/2+,-62558.916,,10.2,chart,False,False,B-,B- = 100,1.5
30,46,76,Zn,76Zn,0+,-62303.024,,5.3,chart,False,False,B-,B- = 100,1.5333333333333334
30,47,77,Zn,77Zn,7/2+,-58789.203,,2.09,chart,False,False,B-,B- = 100,1.5666666666666667
30,48,78,Zn,78Zn,0+,-57483.242,,1.47,chart,False,False,B-,"B- = 100,B-n = 55 ",1.6
30,49,79,Zn,79Zn,9/2+,-53432.302,,0.746,chart,False,False,B-,"B- = 100,B-n = 1.8 0.5",1.6333333333333333
30,50,80,Zn,80Zn,0+,-51648.619,,0.5619,chart,False,False,B-,"B- = 100 ,B-n = 1.36 0.12",1.6666666666666667
30,51,81,Zn,81Zn,(5/2+),-46199.669,,0.2994,chart,False,False,B-,"B-n = 22 5,B-2n?,B- = 100",1.7
30,52,82,Zn,82Zn,0+,-42313.96,,0.1777,chart,False,False,B-,"B-n = 69 7,B-2n?,B- = 100",1.7333333333333334
30,53,83,Zn,83Zn,,-36290.0,,0.119,chart,False,False,B-,"B-n ~ 71 ,B-2n?,B- = 100",1.7666666666666666
30,54,84,Zn,84Zn,0+,-31830.0,,0.0536,chart,False,False,B-,"B-n = 73 26,B-2n?,B- = 100",1.8
30,55,85,Zn,85Zn,,-25100.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100",1.8333333333333333
31,28,59,Ga,59Ga,,-33760.0,,4.3e-08,chart,False,False,OTHER,p?,0.9032258064516129
31,29,60,Ga,60Ga,(2+),-39590.0,,0.0694,chart,False,False,EC_BP,"ECa = 0.023 ,EC+B+ = 100,ECp = 1.6 0.7",0.9354838709677419
31,30,61,Ga,61Ga,3/2-,-47134.662,,0.166,chart,False,False,EC_BP,"ECp = 0.25 ,EC+B+ = 100",0.967741935483871
31,31,62,Ga,62Ga,0+,-51987.022,,0.116123,chart,False,False,EC_BP,EC+B+ = 100,1.0
31,32,63,Ga,63Ga,3/2-,-56547.1,,32.1,chart,False,False,EC_BP,EC+B+ = 100,1.032258064516129
31,33,64,Ga,64Ga,0+,-58832.827,,157.61999999999998,chart,False,False,EC_BP,EC+B+ = 100,1.064516129032258
31,34,65,Ga,65Ga,3/2-,-62657.486,,908.04,chart,False,False,EC_BP,EC+B+ = 100,1.096774193548387
31,35,66,Ga,66Ga,0+,-63723.729,,33494.4,chart,False,False,EC_BP,EC+B+ = 100,1.1290322580645162
31,36,67,Ga,67Ga,3/2-,-66879.156,,281793.6,chart,False,False,EC_BP,EC = 100,1.1612903225806452
31,37,68,Ga,68Ga,1+,-67086.054,,4070.58,chart,False,False,EC_BP,EC+B+ = 100,1.1935483870967742
31,38,69,Ga,69Ga,3/2-,-69327.82,60.108,,none,True,False,STABLE,,1.2258064516129032
31,39,70,Ga,70Ga,1+,-68910.15,,1268.4,chart,False,False,B-,"B- = 99.59 0.05,EC = 0.41 0.05",1.2580645161290323
31,40,71,Ga,71Ga,3/2-,-70139.127,39.892,,none,True,False,STABLE,,1.2903225806451613
31,41,72,Ga,72Ga,3-,-68588.284,,50490.0,chart,False,False,B-,B- = 100,1.3225806451612903
31,42,73,Ga,73Ga,1/2-,-69699.343,,17532.0,chart,False,False,B-,B- = 100,1.3548387096774193
31,43,74,Ga,74Ga,(3-),-68049.626,,486.0,chart,False,False,B-,B- = 100,1.3870967741935485
31,44,75,Ga,75Ga,3/2-,-68460.639,,126.0,chart,False,False,B-,B- = 100,1.4193548387096775
31,45,76,Ga,76Ga,2(-),-66296.648,,31.0,chart,False,False,B-,B- = 100,1.4516129032258065
31,46,77,Ga,77Ga,3/2(-),-65992.352,,13.2,chart,False,False,B-,B- = 100,1.4838709677419355
31,47,78,Ga,78Ga,2(-),-63704.085,,5.09,chart,False,False,B-,B- = 100,1.5161290322580645
31,48,79,Ga,79Ga,3/2(-),-62548.355,,2.848,chart,False,False,B-,"B- = 100,B-n = 0.089 0.017",1.5483870967741935
31,49,80,Ga,80Ga,6-,-59223.675,,1.9,chart,False,False,B-,"B- = 100,B-n = 0.86 0.07",1.5806451612903225
31,50,81,Ga,81Ga,5/2-,-57627.962,,1.217,chart,False,False,B-,"B- = 100,B-n = 12.7 0.6",1.6129032258064515
31,51,82,Ga,82Ga,(2-),-52930.725,,0.6,chart,False,False,B-,"B-n = 20.6 0.7,B-2n?,B- = 100",1.6451612903225807
31,52,83,Ga,83Ga,,-49257.129,,0.31,chart,False,False,B-,"B-n = 67.9 7.2,B-2n?,B- = 100",1.6774193548387097
31,53,84,Ga,84Ga,(0-),-44094.136,,0.0975999999999999,chart,False,False,B-,"B-n = 43 3,B-2n = 1.6 0.2,B- = 100",1.7096774193548387
31,54,85,Ga,85Ga,(5/2-),-39744.059,,0.0950999999999999,chart,False,False,B-,"B-n = 77 9,B-2n = 1.3 0.2,B- = 100",1.7419354838709677
31,55,86,Ga,86Ga,,-33760.0,,0.049,chart,False,False,B-,"B-n = 67 7,B-2n = 16.2 1.1,B- = 100",1.7741935483870968
31,56,87,Ga,87Ga,,-28870.0,,0.029,chart,False,False,B-,"B-n = 81 12,B-2n = 10.2 2.8,B- = 100",1.8064516129032258
32,27,59,Ge,59Ge,,-16370.0,,0.0133,chart,False,False,EC_BP,"2p = 0.2 ,EC+B+ = 100,ECp = 93 7",0.84375
32,28,60,Ge,60Ge,0+,-27530.0,,0.025,chart,False,False,EC_BP,"EC2p = 14 ,EC+B+ = 100,ECp = 67 3",0.875
32,29,61,Ge,61Ge,(3/2-),-33790.0,,0.0407,chart,False,False,EC_BP,"ECp = 87 3,EC+B+ = 100",0.90625
32,30,62,Ge,62Ge,0+,-42140.0,,0.0735,chart,False,False,EC_BP,"ECp?,EC+B+ = 100",0.9375
32,31,63,Ge,63Ge,,-46921.221,,0.1533,chart,False,False,EC_BP,"ECp?,EC+B+ = 100",0.96875
32,32,64,Ge,64Ge,0+,-54315.503,,63.7,chart,False,False,EC_BP,"ECp?,EC+B+ = 100",1.0
32,33,65,Ge,65Ge,3/2-,-56478.223,,30.8,chart,False,False,EC_BP,"ECp = 0.011 0.003,EC+B+ = 100",1.03125
32,34,66,Ge,66Ge,0+,-61607.041,,8135.999999999999,chart,False,False,EC_BP,EC+B+ = 100,1.0625
32,35,67,Ge,67Ge,1/2-,-62673.718,,1134.0,chart,False,False,EC_BP,EC+B+ = 100,1.09375
32,36,68,Ge,68Ge,0+,-66978.799,,23417856.0,chart,False,False,EC_BP,EC = 100,1.125
32,37,69,Ge,69Ge,5/2-,-67100.674,,140040.0,chart,False,False,EC_BP,EC+B+ = 100,1.15625
32,38,70,Ge,70Ge,0+,-70562.036,20.52,,none,True,False,STABLE,,1.1875
32,39,71,Ge,71Ge,1/2-,-69906.657,,986688.0,chart,False,False,EC_BP,EC = 100,1.21875
32,40,72,Ge,72Ge,0+,-72585.91,27.45,,none,True,False,STABLE,,1.25
32,41,73,Ge,73Ge,9/2+,-71297.532,7.76,,none,True,False,STABLE,,1.28125
32,42,74,Ge,74Ge,0+,-73422.451,36.52,,none,True,False,STABLE,,1.3125
32,43,75,Ge,75Ge,1/2-,-71856.973,,4966.8,chart,False,False,B-,B- = 100,1.34375
32,44,76,Ge,76Ge,0+,-73212.898,7.75,5.9643864e+28,chart,False,False,OTHER,2B- = 100,1.375
32,45,77,Ge,77Ge,7/2+,-71212.87,,40359.6,chart,False,False,B-,B- = 100,1.40625
32,46,78,Ge,78Ge,0+,-71862.058,,5220.0,chart,False,False,B-,B- = 100,1.4375
32,47,79,Ge,79Ge,(1/2)-,-69527.18,,18.97,chart,False,False,B-,B- = 100,1.46875
32,48,80,Ge,80Ge,0+,-69535.314,,29.5,chart,False,False,B-,B- = 100 ,1.5
32,49,81,Ge,81Ge,(9/2+),-66291.695,,6.4,chart,False,False,B-,B- = 100 ,1.53125
32,50,82,Ge,82Ge,0+,-65415.075,,4.48,chart,False,False,B-,B- = 100 ,1.5625
32,51,83,Ge,83Ge,(5/2+),-60976.442,,1.85,chart,False,False,B-,"B- = 100,B-n?",1.59375
